control_topology_name,control_topology_id,control_kind,source_topology_name,source_topology_id,source_original_target_mean,source_original_target_max,source_retrain_target_mean,source_retrain_target_max,control_retrain_target_mean,control_retrain_target_max,control_minus_source_retrain_mean,control_minus_source_retrain_max,control_beats_source_retrain_mean,control_beats_source_retrain_max,match_score,source_n_edges,control_n_edges,source_d_rel,control_d_rel,source_effective_rank_D,control_effective_rank_D,source_root_tree_count_gini,control_root_tree_count_gini,source_edge_participation_gini,control_edge_participation_gini
matched_control_random_sc_for_ess0000_input_ablation_loss_m17_seed2069,ctrl0048_random_sc_for_ess0000_input_ablation_loss_m17,random_sc,essential_input_ablation_loss_n6_m17_0000,ess0000_input_ablation_loss_m17,91.4,91.4,71.52000000000001,79.8,88.60000000000001,92.4,17.08,12.600000000000009,1,1,0.003655547626757575,17.0,17.0,320.0,320.0,12.807729527689768,12.858361858156178,0.18840579710144922,0.19811320754716966,0.22531969309462885,0.23359230484646676
matched_control_degree_rewire_for_ess0000_input_ablation_loss_m17_seed2437,ctrl0109_degree_rewire_for_ess0000_input_ablation_loss_m17,degree_rewire,essential_input_ablation_loss_n6_m17_0000,ess0000_input_ablation_loss_m17,91.4,91.4,71.52000000000001,79.8,72.8,81.0,1.279999999999987,1.2000000000000028,1,1,9.246274996463879e-17,17.0,17.0,320.0,320.0,12.807729527689768,12.80772952768976,0.18840579710144922,0.18840579710144922,0.22531969309462885,0.22531969309462885
matched_control_random_sc_for_ess0002_input_ablation_loss_m15_seed102307,ctrl0190_random_sc_for_ess0002_input_ablation_loss_m15,random_sc,essential_input_ablation_loss_n6_m15_0002,ess0002_input_ablation_loss_m15,82.6,82.6,67.32,77.8,75.2,81.2,7.88000000000001,3.4000000000000057,1,1,0.03637973397280239,15.0,15.0,260.0,280.0,10.547982034349086,10.477439181598381,0.16333333333333333,0.1875,0.30079999999999996,0.26722222222222203
matched_control_degree_rewire_for_ess0002_input_ablation_loss_m15_seed102012,ctrl0212_degree_rewire_for_ess0002_input_ablation_loss_m15,degree_rewire,essential_input_ablation_loss_n6_m15_0002,ess0002_input_ablation_loss_m15,82.6,82.6,67.32,77.8,69.13333333333334,73.6,1.8133333333333468,-4.200000000000003,1,0,0.0,15.0,15.0,260.0,260.0,10.547982034349086,10.547982034349086,0.16333333333333333,0.16333333333333333,0.30079999999999996,0.30079999999999996
matched_control_random_sc_for_ess0004_input_ablation_loss_m14_seed202222,ctrl0313_random_sc_for_ess0004_input_ablation_loss_m14,random_sc,essential_input_ablation_loss_n6_m14_0004,ess0004_input_ablation_loss_m14,86.0,86.0,63.08,68.6,62.73333333333333,63.4,-0.3466666666666711,-5.199999999999996,0,0,0.012223394428770379,14.0,14.0,260.0,260.0,9.758624056062388,9.471172598982339,0.35947712418300637,0.36111111111111094,0.2605042016806727,0.2182539682539688
matched_control_degree_rewire_for_ess0004_input_ablation_loss_m14_seed202522,ctrl0366_degree_rewire_for_ess0004_input_ablation_loss_m14,degree_rewire,essential_input_ablation_loss_n6_m14_0004,ess0004_input_ablation_loss_m14,86.0,86.0,63.08,68.6,66.60000000000001,68.8,3.5200000000000102,0.20000000000000284,1,1,0.0024972951529239635,14.0,14.0,260.0,260.0,9.758624056062388,9.834245687347682,0.35947712418300637,0.3630952380952379,0.2605042016806727,0.256887755102041
matched_control_random_sc_for_ess0016_input_ablation_loss_m18_seed301899,ctrl0416_random_sc_for_ess0016_input_ablation_loss_m18,random_sc,essential_input_ablation_loss_n6_m18_0016,ess0016_input_ablation_loss_m18,81.8,81.8,83.67999999999999,92.2,91.53333333333335,94.0,7.853333333333353,1.7999999999999972,1,1,0.005802163049359037,18.0,18.0,340.0,340.0,13.258521949662772,13.406909004488073,0.29601990049751237,0.2866666666666666,0.20394693200663383,0.18967901234567885
matched_control_degree_rewire_for_ess0016_input_ablation_loss_m18_seed302182,ctrl0472_degree_rewire_for_ess0016_input_ablation_loss_m18,degree_rewire,essential_input_ablation_loss_n6_m18_0016,ess0016_input_ablation_loss_m18,81.8,81.8,83.67999999999999,92.2,76.39999999999999,84.8,-7.280000000000001,-7.400000000000006,0,0,0.0029138326406999288,18.0,18.0,340.0,340.0,13.258521949662772,13.406364653193485,0.29601990049751237,0.2916666666666665,0.20394693200663383,0.20592592592592607
matched_control_random_sc_for_ess0020_input_ablation_loss_m18_seed402188,ctrl0561_random_sc_for_ess0020_input_ablation_loss_m18,random_sc,essential_input_ablation_loss_n6_m18_0020,ess0020_input_ablation_loss_m18,87.2,87.2,82.84,91.0,83.2,89.8,0.35999999999999943,-1.2000000000000028,1,0,0.00942786883460796,18.0,18.0,340.0,340.0,13.111117970141045,13.590175270253908,0.27419354838709675,0.2771043771043771,0.20430107526881724,0.18718294051627393
matched_control_degree_rewire_for_ess0020_input_ablation_loss_m18_seed401842,ctrl0580_degree_rewire_for_ess0020_input_ablation_loss_m18,degree_rewire,essential_input_ablation_loss_n6_m18_0020,ess0020_input_ablation_loss_m18,87.2,87.2,82.84,91.0,75.86666666666666,89.4,-6.973333333333343,-1.5999999999999943,0,0,0.002932969654345793,18.0,18.0,340.0,340.0,13.111117970141045,13.220568469676591,0.27419354838709675,0.27409638554216853,0.20430107526881724,0.21345381526104412
matched_control_random_sc_for_ess0023_input_ablation_loss_m18_seed501338,ctrl0639_random_sc_for_ess0023_input_ablation_loss_m18,random_sc,essential_input_ablation_loss_n6_m18_0023,ess0023_input_ablation_loss_m18,88.8,88.8,85.84,87.6,84.8,88.2,-1.0400000000000063,0.6000000000000085,0,1,0.008420061544657548,18.0,18.0,340.0,340.0,13.11111797014105,13.463976056622634,0.27419354838709675,0.28378378378378377,0.20430107526881724,0.21831831831831838
matched_control_degree_rewire_for_ess0023_input_ablation_loss_m18_seed502199,ctrl0729_degree_rewire_for_ess0023_input_ablation_loss_m18,degree_rewire,essential_input_ablation_loss_n6_m18_0023,ess0023_input_ablation_loss_m18,88.8,88.8,85.84,87.6,82.39999999999999,87.8,-3.440000000000012,0.20000000000000284,0,1,0.0026417039235606733,18.0,18.0,340.0,340.0,13.11111797014105,13.208730038521503,0.27419354838709675,0.2777777777777777,0.20430107526881724,0.2091220850480109
matched_control_random_sc_for_ess0028_input_ablation_loss_m12_seed601763,ctrl0792_random_sc_for_ess0028_input_ablation_loss_m12,random_sc,essential_input_ablation_loss_n6_m12_0028,ess0028_input_ablation_loss_m12,84.2,84.2,62.36,67.0,63.26666666666667,72.8,0.9066666666666734,5.799999999999997,1,1,0.014767057441014706,12.0,12.0,220.0,220.0,7.224561787359472,7.259540665579521,0.36111111111111094,0.4358974358974359,0.19166666666666643,0.18269230769230793
