run_dir,label,topology_name,n_samples,n_repeats,intervention,repeat,seed,baseline_target_accuracy,target_accuracy,target_accuracy_delta,baseline_target_logprob_margin_mean,target_logprob_margin_mean,target_logprob_margin_mean_delta,baseline_branch_active_tree_mi,branch_active_tree_mi,branch_active_tree_mi_delta,baseline_branch_active_root_mi,branch_active_root_mi,branch_active_root_mi_delta,tree_entropy_mean,tree_entropy_mean_delta,root_entropy_mean,root_entropy_mean_delta,active_tree_matched_comparison_gap_mean,active_tree_matched_comparison_gap_mean_delta,posterior_matched_comparison_gap_mean,posterior_matched_comparison_gap_mean_delta
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,stat_preserving_branch_alignment_scramble,0,8801,85.83333492279053,5.416666716337204,-80.41666820645332,2.3862974643707275,-4.627390384674072,-7.0136878490448,1.1414894695312219,1.1907126071168896,0.049223137585667764,0.8401530248290696,0.8152867830278908,-0.0248662418011788,12.34237289428711,-0.20809078216552734,1.0450464487075806,0.002155900001525879,-0.41036711990979424,-0.0057204273876797496,-0.29918972497020646,-0.00557430625202654
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,stat_preserving_branch_alignment_scramble,1,8802,85.83333492279053,47.91666567325592,-37.91666924953461,2.3862974643707275,-0.9799181818962097,-3.3662156462669373,1.1414894695312219,1.1341825789042173,-0.007306890627004625,0.8401530248290696,0.8061902861349066,-0.033962738694163,12.685376167297363,0.13491249084472656,1.0530339479446411,0.010143399238586426,-0.41174277160667644,-0.007096079084561946,-0.29344539777936823,0.000170020938811688
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,stat_preserving_branch_alignment_scramble,2,8803,85.83333492279053,26.66666805744171,-59.166666865348816,2.3862974643707275,-3.200990915298462,-5.5872883796691895,1.1414894695312219,1.1289250861413964,-0.012564383389825462,0.8401530248290696,0.7021862723216544,-0.1379667525074152,12.409719467163086,-0.14074420928955078,1.0644315481185913,0.02154099941253662,-0.4009302783935199,0.0037164141285945806,-0.30182765291738867,-0.008212234199208746
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,stat_preserving_projection_scramble,0,9810,85.83333492279053,25.0,-60.83333492279053,2.3862974643707275,-4.247387409210205,-6.633684873580933,1.1414894695312219,0.6870818574166804,-0.4544076121145415,0.8401530248290696,0.0189073722452872,-0.8212456525837825,10.765531539916992,-1.7849321365356445,0.8681545257568359,-0.17473602294921875,-0.13003198708268873,0.2746147054394258,-0.1140015147008909,0.17961390401728902
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,stat_preserving_projection_scramble,1,9811,85.83333492279053,23.749999701976776,-62.08333522081375,2.3862974643707275,-4.038753986358643,-6.42505145072937,1.1414894695312219,0.810522423681466,-0.3309670458497559,0.8401530248290696,0.0389503320134027,-0.8012026928156669,10.34443187713623,-2.2060317993164062,0.8150690197944641,-0.22782152891159058,-0.10857521954391218,0.2960714729782023,-0.08948246163198545,0.20413295708619447
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,stat_preserving_projection_scramble,2,9812,85.83333492279053,29.58333194255829,-56.25000298023224,2.3862974643707275,-3.2532734870910645,-5.639570951461792,1.1414894695312219,0.9654944207913577,-0.17599504873986416,0.8401530248290696,0.06076491988747843,-0.7793881049415912,10.187895774841309,-2.362567901611328,0.894950270652771,-0.1479402780532837,-0.1419526327851617,0.2626940597369528,-0.11716024587963986,0.17645517283854006
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,context_block_shuffle,0,10819,85.83333492279053,3.750000149011612,-82.08333477377892,2.3862974643707275,-5.097738265991211,-7.4840357303619385,1.1414894695312219,1.1755641282019098,0.03407465867068793,0.8401530248290696,0.8542940229950774,0.014140998166007779,12.773438453674316,0.2229747772216797,1.0660332441329956,0.023142695426940918,-0.4200567128120953,-0.015410020289980786,-0.29211741882667935,0.0014979998915005677
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,context_block_shuffle,1,10820,85.83333492279053,6.25,-79.58333492279053,2.3862974643707275,-4.3310675621032715,-6.717365026473999,1.1414894695312219,1.2087310574843906,0.0672415879531687,0.8401530248290696,0.8093334625011448,-0.03081956232792482,12.349180221557617,-0.20128345489501953,1.0465999841690063,0.00370943546295166,-0.4038251363003043,0.0008215562218101824,-0.2975568485320955,-0.003941429813915598
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,context_block_shuffle,2,10821,85.83333492279053,31.25,-54.58333492279053,2.3862974643707275,-2.024271249771118,-4.410568714141846,1.1414894695312219,1.1674201713811836,0.025930701849961713,0.8401530248290696,0.7988544872299114,-0.04129853759915825,12.631925582885742,0.08146190643310547,1.0466928482055664,0.0038022994995117188,-0.41405140534198187,-0.009404712819867378,-0.2980976056865069,-0.004482186968326973
/Users/aadarwal/code/statmech/topology/ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0024_c200_seed60642,240,3,decoder_root_permutation,0,11828,85.83333492279053,29.58333194255829,-56.25000298023224,2.3862974643707275,-2.6610522270202637,-5.047349691390991,1.1414894695312219,1.1414894695312219,0.0,0.8401530248290696,0.8401530248290696,0.0,12.550463676452637,0.0,1.0428905487060547,0.0,-0.4046466925221145,0.0,-0.2936154187181799,0.0
