run_dir,label,topology_name,physical_topology_name,input_mask_name,input_mask_family,input_mask_seed,seed,topology_seed,n_nodes,n_edges,p,raw_physical_parameter_count,input_coupled_parameter_count,input_coupled_edge_count,input_coupled_coord_count,input_parameter_density,input_edge_density,input_coord_density,input_edge_load_gini,input_coord_load_gini,n_req,d_rel,d_rel_minus_n_req,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_common_d_rel_source,comparison_branch_input_count_min,comparison_branch_input_count_mean,comparison_branch_input_count_max,comparison_branch_input_count_gini,comparison_branch_input_overlap_min,comparison_branch_input_overlap_mean,comparison_branch_input_overlap_max,comparison_branch_input_overlap_gini,comparison_branch_input_overlap_source,rank_D,effective_rank_D,condition_number_D,effective_rank_D_masked,condition_number_D_masked,root_tree_count_cv,root_tree_count_gini,edge_participation_var,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,train_acc_final,val_acc_final,icl_acc_final_eval,icl_acc_max_eval,icl_acc_mean_eval,iwl_acc_final_eval,test_in_dist,test_novel_classes,execution_time
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732_trainseed2,cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732_trainseed2,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732,prospective_tree_diff_balanced_load,60732,2,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,18,19.5,23,0.05128205128205132,artifact,40,40.0,40,0.0,18,19.5,23,0.05128205128205132,artifact,19,15.898610432389086,3.550238802485174,181.5561711456465,3.8746092544263457,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,74.7,75.5,71.0,75.0,64.2,3.5,73.6,71.8,12.602309226989746
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732,prospective_tree_diff_balanced_load,60732,3,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,18,19.5,23,0.05128205128205132,artifact,40,40.0,40,0.0,18,19.5,23,0.05128205128205132,artifact,19,15.898610432389086,3.550238802485174,181.5561711456465,3.8746092544263457,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,89.84,89.1,88.5,89.5,71.4,3.5,88.8,87.8,12.559834241867065
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732_trainseed4,cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732_trainseed4,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732,prospective_tree_diff_balanced_load,60732,4,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,18,19.5,23,0.05128205128205132,artifact,40,40.0,40,0.0,18,19.5,23,0.05128205128205132,artifact,19,15.898610432389086,3.550238802485174,181.5561711456465,3.8746092544263457,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,90.16,89.8,88.5,88.5,74.7,4.5,83.6,87.2,12.592159271240234
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732_trainseed5,cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732_trainseed5,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0114_c200_seed60732,prospective_tree_diff_balanced_load,60732,5,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,18,19.5,23,0.05128205128205132,artifact,40,40.0,40,0.0,18,19.5,23,0.05128205128205132,artifact,19,15.898610432389086,3.550238802485174,181.5561711456465,3.8746092544263457,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,88.56,88.8,85.5,85.5,73.35,4.0,85.8,86.0,12.462782144546509
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed1,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed1,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,prospective_tree_diff_balanced_load,60753,1,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,19,15.898610432389086,3.550238802485174,182.4218618690275,3.384915002606738,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,94.58,92.3,93.0,93.0,78.15,5.5,94.0,91.6,13.188429117202759
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed2,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed2,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,prospective_tree_diff_balanced_load,60753,2,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,19,15.898610432389086,3.550238802485174,182.4218618690275,3.384915002606738,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,75.64,72.7,68.5,76.0,65.55,3.5,72.4,72.0,12.70944094657898
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,prospective_tree_diff_balanced_load,60753,3,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,19,15.898610432389086,3.550238802485174,182.4218618690275,3.384915002606738,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,69.32,68.2,68.0,68.0,56.6,3.0,64.8,66.8,12.886337757110596
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed4,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed4,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,prospective_tree_diff_balanced_load,60753,4,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,19,15.898610432389086,3.550238802485174,182.4218618690275,3.384915002606738,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,75.02,74.7,75.5,75.5,64.05,5.0,74.2,74.6,12.600150108337402
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed5,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753_trainseed5,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_balanced_load_0135_c200_seed60753,prospective_tree_diff_balanced_load,60753,5,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,40,40.0,40,0.0,15,20.0,24,0.08749999999999991,artifact,19,15.898610432389086,3.550238802485174,182.4218618690275,3.384915002606738,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,60.32,59.0,58.5,58.5,53.7,1.5,61.4,57.0,12.635735034942627
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed1,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed1,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,prospective_tree_diff_imbalanced_coord_load,60651,1,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,19,15.898610432389086,3.550238802485174,177.09719874828136,4.543227223565183,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,71.64,69.8,68.0,72.0,64.65,3.0,71.8,68.2,13.43898606300354
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed2,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed2,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,prospective_tree_diff_imbalanced_coord_load,60651,2,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,19,15.898610432389086,3.550238802485174,177.09719874828136,4.543227223565183,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,75.66,71.4,77.5,77.5,67.25,3.5,73.0,72.6,13.480960130691528
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,prospective_tree_diff_imbalanced_coord_load,60651,3,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,19,15.898610432389086,3.550238802485174,177.09719874828136,4.543227223565183,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,78.78,77.8,79.5,79.5,68.15,3.0,76.2,74.6,13.05767297744751
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed4,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed4,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,prospective_tree_diff_imbalanced_coord_load,60651,4,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,19,15.898610432389086,3.550238802485174,177.09719874828136,4.543227223565183,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,81.22,80.6,73.5,75.0,66.4,4.0,79.4,78.2,12.9548180103302
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed5,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651_trainseed5,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0193_c200_seed60651,prospective_tree_diff_imbalanced_coord_load,60651,5,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,20,20.0,20,0.0,5,8.75,13,0.20714285714285707,artifact,19,15.898610432389086,3.550238802485174,177.09719874828136,4.543227223565183,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,71.7,69.6,64.5,70.5,63.5,2.0,68.0,67.4,12.680621147155762
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed1,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed1,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,prospective_tree_diff_imbalanced_coord_load,60664,1,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,19,15.898610432389086,3.550238802485174,175.49393110179227,4.14429823703538,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,74.58,74.4,75.5,75.5,66.5,3.5,72.6,72.2,12.814536809921265
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed2,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed2,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,prospective_tree_diff_imbalanced_coord_load,60664,2,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,19,15.898610432389086,3.550238802485174,175.49393110179227,4.14429823703538,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,85.84,84.4,82.0,87.0,71.6,4.0,83.0,82.4,12.980732917785645
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,prospective_tree_diff_imbalanced_coord_load,60664,3,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,19,15.898610432389086,3.550238802485174,175.49393110179227,4.14429823703538,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,76.6,73.2,78.5,78.5,64.65,3.5,76.4,73.2,12.588390350341797
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed4,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed4,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,prospective_tree_diff_imbalanced_coord_load,60664,4,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,19,15.898610432389086,3.550238802485174,175.49393110179227,4.14429823703538,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,72.36,72.3,68.0,77.0,62.6,5.0,74.0,68.8,13.0958251953125
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed5,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664_trainseed5,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0206_c200_seed60664,prospective_tree_diff_imbalanced_coord_load,60664,5,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,20,20.0,20,0.0,5,10.75,15,0.21511627906976738,artifact,19,15.898610432389086,3.550238802485174,175.49393110179227,4.14429823703538,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,69.3,66.4,63.5,65.0,59.05,3.0,65.2,68.4,13.543508291244507
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed1,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed1,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,prospective_tree_diff_imbalanced_coord_load,60665,1,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,19,15.898610432389086,3.550238802485174,175.36518520827886,4.3932134787348005,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,72.02,69.4,68.0,70.0,60.05,4.5,68.6,69.6,12.672656297683716
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed2,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed2,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,prospective_tree_diff_imbalanced_coord_load,60665,2,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,19,15.898610432389086,3.550238802485174,175.36518520827886,4.3932134787348005,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,65.02,61.9,66.0,66.0,52.7,2.0,62.4,61.4,12.78693699836731
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,prospective_tree_diff_imbalanced_coord_load,60665,3,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,19,15.898610432389086,3.550238802485174,175.36518520827886,4.3932134787348005,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,68.04,67.1,64.5,67.5,57.4,3.0,62.4,60.8,12.985408067703247
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed4,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed4,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,prospective_tree_diff_imbalanced_coord_load,60665,4,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,19,15.898610432389086,3.550238802485174,175.36518520827886,4.3932134787348005,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,73.28,74.1,73.5,73.5,61.8,4.5,72.8,72.0,12.439562797546387
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed5,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665_trainseed5,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0207_c200_seed60665,prospective_tree_diff_imbalanced_coord_load,60665,5,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,20,20.0,20,0.0,6,10.25,13,0.1402439024390243,artifact,19,15.898610432389086,3.550238802485174,175.36518520827886,4.3932134787348005,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,68.76,64.9,60.5,68.0,58.35,1.5,67.0,65.4,12.592296123504639
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676_trainseed1,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676_trainseed1,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676,prospective_tree_diff_imbalanced_coord_load,60676,1,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,4,11.25,16,0.22777777777777786,artifact,20,20.0,20,0.0,4,11.25,16,0.22777777777777786,artifact,19,15.898610432389086,3.550238802485174,175.2312348662209,5.041767355917125,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,67.7,66.3,65.5,67.5,58.75,2.5,64.2,69.0,11.191046953201294
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676_trainseed2,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676_trainseed2,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676,prospective_tree_diff_imbalanced_coord_load,60676,2,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,4,11.25,16,0.22777777777777786,artifact,20,20.0,20,0.0,4,11.25,16,0.22777777777777786,artifact,19,15.898610432389086,3.550238802485174,175.2312348662209,5.041767355917125,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,69.28,68.8,67.5,68.5,56.2,2.5,69.8,68.0,10.978749990463257
ICL/results/prospective_tree_diff_multiplicity_training/cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676_trainseed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676_trainseed3,cycle_chords_n6_m20_seed3__mask_cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__prospective_imbalanced_coord_load_0218_c200_seed60676,prospective_tree_diff_imbalanced_coord_load,60676,3,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.25,160,200,40,20,20.0,20,0.0,4,11.25,16,0.22777777777777786,artifact,20,20.0,20,0.0,4,11.25,16,0.22777777777777786,artifact,19,15.898610432389086,3.550238802485174,175.2312348662209,5.041767355917125,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,67.34,66.6,67.0,67.0,55.25,2.5,64.0,67.8,11.124868154525757
