run_dir,label,topology_name,physical_topology_name,input_mask_name,input_mask_family,input_mask_seed,seed,topology_seed,n_nodes,n_edges,p,raw_physical_parameter_count,input_coupled_parameter_count,input_coupled_edge_count,input_coupled_coord_count,input_parameter_density,input_edge_density,input_coord_density,input_edge_load_gini,input_coord_load_gini,n_req,d_rel,d_rel_minus_n_req,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_common_d_rel_source,comparison_branch_input_count_min,comparison_branch_input_count_mean,comparison_branch_input_count_max,comparison_branch_input_count_gini,comparison_branch_input_overlap_min,comparison_branch_input_overlap_mean,comparison_branch_input_overlap_max,comparison_branch_input_overlap_gini,comparison_branch_input_overlap_source,rank_D,effective_rank_D,condition_number_D,effective_rank_D_masked,condition_number_D_masked,root_tree_count_cv,root_tree_count_gini,edge_participation_var,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,train_acc_final,val_acc_final,icl_acc_final_eval,icl_acc_max_eval,icl_acc_mean_eval,iwl_acc_final_eval,test_in_dist,test_novel_classes,execution_time,capacity_n_nodes,capacity_n_edges,capacity_n_context,capacity_z_dim,capacity_p,capacity_d_rel,capacity_comparison_branch_common_d_rel_min,capacity_comparison_branch_common_d_rel_mean,capacity_support_fraction,capacity_support_min,capacity_support_mean,capacity_support_max,capacity_oracle_test_accuracy,capacity_oracle_test_margin_mean,capacity_oracle_test_margin_p10,capacity_oracle_test_margin_finite_fraction,capacity_linear_test_accuracy,capacity_linear_test_margin_mean,capacity_linear_test_margin_p10,capacity_linear_test_margin_finite_fraction,capacity_linear_weight_norm
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed1,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,edge_block,34,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,170.15194451953926,3.1946095838719315,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,72.52,69.8,72.5,79.0,62.1,6.5,73.8,73.6,20.2876877784729,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed2,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed2,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,edge_block,34,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,170.15194451953926,3.1946095838719315,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,77.58,76.1,76.0,79.0,67.75,3.0,77.0,73.8,15.220886707305908,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed3,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed3,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,edge_block,34,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,170.15194451953926,3.1946095838719315,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,87.74,87.6,88.5,88.5,76.85,4.0,86.2,84.0,15.176230907440186,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed4,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed4,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,edge_block,34,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,170.15194451953926,3.1946095838719315,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,71.86,71.2,66.5,68.5,60.75,4.5,69.2,67.4,15.335011959075928,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed5,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34_trainseed5,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0113_edge_block_c200_seed34,edge_block,34,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,170.15194451953926,3.1946095838719315,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,76.98,77.5,75.0,76.5,69.75,3.5,77.0,75.6,15.382421493530273,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed1,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,edge_block,55,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,183.2944926103308,1.8938745813681341,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,83.44,82.1,84.5,84.5,65.4,5.5,84.6,81.6,15.421391248703003,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed2,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed2,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,edge_block,55,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,183.2944926103308,1.8938745813681341,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,75.34,71.9,75.0,77.5,66.95,3.5,74.8,72.6,15.469634294509888,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed3,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed3,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,edge_block,55,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,183.2944926103308,1.8938745813681341,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,87.98,87.8,82.5,82.5,72.15,2.5,84.8,84.6,15.881200075149536,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed4,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed4,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,edge_block,55,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,183.2944926103308,1.8938745813681341,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,75.34,75.7,72.0,75.0,65.85,5.5,74.0,71.4,15.310886859893799,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed5,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55_trainseed5,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0134_edge_block_c200_seed55,edge_block,55,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,183.2944926103308,1.8938745813681341,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,70.88,70.6,66.5,69.0,61.0,4.0,69.4,67.6,15.684250116348267,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed1,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,edge_block,80,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,181.56463587076735,2.1310522935684477,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,74.16,72.8,68.5,69.5,63.5,4.0,73.6,70.6,17.14119029045105,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed2,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed2,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,edge_block,80,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,181.56463587076735,2.1310522935684477,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,91.48,88.4,88.0,88.5,81.8,3.5,89.0,88.0,17.285045862197876,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed3,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed3,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,edge_block,80,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,181.56463587076735,2.1310522935684477,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,90.32,88.6,90.0,90.0,77.5,3.5,88.6,86.4,14.425477981567383,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed4,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed4,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,edge_block,80,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,181.56463587076735,2.1310522935684477,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,74.56,70.6,74.0,77.5,61.85,3.5,72.4,75.6,14.596863746643066,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed5,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80_trainseed5,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0159_edge_block_c200_seed80,edge_block,80,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.979828864138684,3.2306161145788415,181.56463587076735,2.1310522935684477,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,57.7,57.6,53.0,57.5,51.85,4.0,59.2,56.2,14.650905847549438,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed1,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,1,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.979828864138684,3.2306161145788415,159.79828864138665,3.2306161145788415,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,73.14,73.7,70.0,73.0,65.5,2.5,74.0,72.8,14.684631824493408,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed2,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed2,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,2,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.979828864138684,3.2306161145788415,159.79828864138665,3.2306161145788415,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,73.84,72.2,73.0,73.0,64.4,3.0,71.2,70.4,14.597230911254883,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed3,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed3,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,3,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.979828864138684,3.2306161145788415,159.79828864138665,3.2306161145788415,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,72.84,71.0,70.0,70.0,59.75,4.5,66.6,72.0,19.77208185195923,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed4,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed4,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,4,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.979828864138684,3.2306161145788415,159.79828864138665,3.2306161145788415,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,54.26,54.6,48.0,55.5,48.75,4.0,53.0,47.6,14.583478212356567,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed5,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed5,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,5,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.979828864138684,3.2306161145788415,159.79828864138665,3.2306161145788415,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,59.72,57.4,57.0,62.5,52.4,2.5,56.2,58.2,14.63882040977478,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52_trainseed1,random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52_trainseed1,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52,balanced,52,1,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,16,17.75,19,0.03169014084507049,recomputed,40,40.0,40,0.0,16,17.75,19,0.03169014084507049,recomputed,19,15.979828864138684,3.2306161145788415,180.80711989819167,3.708661164917443,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,70.52,69.1,63.0,71.0,59.75,3.5,69.6,65.8,14.719465494155884,6,20,4,4,20,200,16,17.75,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52_trainseed2,random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52_trainseed2,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52,balanced,52,2,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,16,17.75,19,0.03169014084507049,recomputed,40,40.0,40,0.0,16,17.75,19,0.03169014084507049,recomputed,19,15.979828864138684,3.2306161145788415,180.80711989819167,3.708661164917443,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,81.62,80.5,82.5,82.5,68.9,3.0,79.0,78.8,14.605775117874146,6,20,4,4,20,200,16,17.75,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52_trainseed3,random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52_trainseed3,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52,balanced,52,3,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,16,17.75,19,0.03169014084507049,recomputed,40,40.0,40,0.0,16,17.75,19,0.03169014084507049,recomputed,19,15.979828864138684,3.2306161145788415,180.80711989819167,3.708661164917443,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,96.82,94.2,97.5,97.5,81.95,3.5,96.4,94.6,14.882248401641846,6,20,4,4,20,200,16,17.75,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52_trainseed4,random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52_trainseed4,random_sc_n6_m20_seed3__mask_random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52,random_sc_n6_m20_seed3,random_sc_n6_m20_seed3__mask0291_balanced_c200_seed52,balanced,52,4,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,16,17.75,19,0.03169014084507049,recomputed,40,40.0,40,0.0,16,17.75,19,0.03169014084507049,recomputed,19,15.979828864138684,3.2306161145788415,180.80711989819167,3.708661164917443,0.13711956515366064,0.07115384615384612,0.002162906804733728,0.10523076923076946,0.0,1.3333333333333333,84.0,79.1,80.5,82.0,64.15,5.0,82.2,81.6,15.08190393447876,6,20,4,4,20,200,16,17.75,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
