run_dir,label,topology_name,physical_topology_name,input_mask_name,input_mask_family,input_mask_seed,seed,topology_seed,n_nodes,n_edges,p,raw_physical_parameter_count,input_coupled_parameter_count,input_coupled_edge_count,input_coupled_coord_count,input_parameter_density,input_edge_density,input_coord_density,input_edge_load_gini,input_coord_load_gini,n_req,d_rel,d_rel_minus_n_req,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_common_d_rel_source,comparison_branch_input_count_min,comparison_branch_input_count_mean,comparison_branch_input_count_max,comparison_branch_input_count_gini,comparison_branch_input_overlap_min,comparison_branch_input_overlap_mean,comparison_branch_input_overlap_max,comparison_branch_input_overlap_gini,comparison_branch_input_overlap_source,rank_D,effective_rank_D,condition_number_D,effective_rank_D_masked,condition_number_D_masked,root_tree_count_cv,root_tree_count_gini,edge_participation_var,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,train_acc_final,val_acc_final,icl_acc_final_eval,icl_acc_max_eval,icl_acc_mean_eval,iwl_acc_final_eval,test_in_dist,test_novel_classes,execution_time,capacity_n_nodes,capacity_n_edges,capacity_n_context,capacity_z_dim,capacity_p,capacity_d_rel,capacity_comparison_branch_common_d_rel_min,capacity_comparison_branch_common_d_rel_mean,capacity_support_fraction,capacity_support_min,capacity_support_mean,capacity_support_max,capacity_oracle_test_accuracy,capacity_oracle_test_margin_mean,capacity_oracle_test_margin_p10,capacity_oracle_test_margin_finite_fraction,capacity_linear_test_accuracy,capacity_linear_test_margin_mean,capacity_linear_test_margin_p10,capacity_linear_test_margin_finite_fraction,capacity_linear_weight_norm
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0107_edge_block_c200_seed28_trainseed5,cycle_chords_n6_m20_seed3__mask0107_edge_block_c200_seed28_trainseed5,cycle_chords_n6_m20_seed3__mask0107_edge_block_c200_seed28,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0107_edge_block_c200_seed28,edge_block,28,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,188.80840015889902,1.8928100537927397,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,74.12,75.8,71.0,75.0,68.25,4.5,73.6,71.6,20.060667514801025,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed1,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed1,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,edge_block,33,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,170.82309171383147,3.7359714035608698,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,53.08,50.6,48.0,53.5,48.3,3.0,52.0,46.4,15.296251773834229,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed2,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed2,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,edge_block,33,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,170.82309171383147,3.7359714035608698,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,75.16,73.8,66.5,76.0,67.25,3.5,72.8,74.0,15.195175647735596,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed3,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed3,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,edge_block,33,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,170.82309171383147,3.7359714035608698,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,78.46,79.0,76.0,81.0,69.2,3.0,78.4,71.6,15.162701845169067,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed4,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed4,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,edge_block,33,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,170.82309171383147,3.7359714035608698,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,95.72,93.7,96.5,96.5,84.35,6.0,93.4,93.4,15.124692440032959,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed5,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33_trainseed5,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0112_edge_block_c200_seed33,edge_block,33,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,170.82309171383147,3.7359714035608698,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,85.5,84.4,86.0,86.0,71.6,4.5,84.2,82.0,15.152371644973755,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed1,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed1,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,edge_block,46,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,178.02428295549416,3.787743656737453,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,81.1,79.9,83.0,83.0,71.3,4.5,80.6,79.6,15.215960502624512,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed2,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed2,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,edge_block,46,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,178.02428295549416,3.787743656737453,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,74.76,74.7,71.0,76.0,67.05,3.5,72.8,70.4,15.241849184036255,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed3,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed3,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,edge_block,46,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,178.02428295549416,3.787743656737453,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,61.82,60.7,60.5,62.0,57.2,1.5,56.0,56.8,14.906239032745361,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed4,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed4,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,edge_block,46,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,178.02428295549416,3.787743656737453,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,77.68,77.0,77.0,77.0,66.55,5.0,77.2,73.2,14.529555320739746,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed5,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46_trainseed5,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0125_edge_block_c200_seed46,edge_block,46,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,178.02428295549416,3.787743656737453,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,88.98,89.9,85.5,88.5,72.05,4.0,89.2,87.6,14.630062341690063,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed1,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed1,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,edge_block,60,1,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,186.9973846476678,2.1863783855916963,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,76.0,73.3,72.5,75.0,64.15,5.5,75.8,71.8,14.522182941436768,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed2,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed2,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,edge_block,60,2,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,186.9973846476678,2.1863783855916963,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,91.58,89.1,90.5,90.5,75.75,4.0,90.4,87.2,14.497348308563232,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed3,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed3,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,edge_block,60,3,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,186.9973846476678,2.1863783855916963,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,91.84,90.4,86.5,89.5,78.05,4.5,89.8,89.2,14.57879638671875,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed4,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed4,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,edge_block,60,4,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,186.9973846476678,2.1863783855916963,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,71.78,71.9,68.5,68.5,61.7,5.0,72.0,71.6,14.561116933822632,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed5,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60_trainseed5,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0139_edge_block_c200_seed60,edge_block,60,5,0,6,20,20,400,200,10,20,0.5,0.5,1.0,0.5,0.0,160,200,40,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,40,40.0,40,0.0,40,40.0,40,0.0,recomputed,19,15.898610432389079,3.550238802485176,186.9973846476678,2.1863783855916963,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,75.72,77.2,73.0,77.5,68.5,4.0,76.2,74.0,14.5401451587677,6,20,4,4,20,200,40,40.0,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed1,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed1,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,1,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.898610432389079,3.550238802485176,158.98610432389083,3.550238802485176,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,76.3,75.9,74.5,75.0,64.15,4.0,74.8,72.2,14.501672744750977,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed2,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed2,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,2,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.898610432389079,3.550238802485176,158.98610432389083,3.550238802485176,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,75.52,75.2,76.0,76.0,63.3,3.0,73.4,74.2,14.58120346069336,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed3,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed3,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,3,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.898610432389079,3.550238802485176,158.98610432389083,3.550238802485176,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,82.44,79.1,78.5,78.5,66.65,3.5,80.6,77.0,14.757979154586792,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed4,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed4,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,4,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.898610432389079,3.550238802485176,158.98610432389083,3.550238802485176,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,63.8,63.1,64.0,64.0,53.45,3.5,62.8,58.6,14.538335800170898,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed5,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1_trainseed5,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0160_coord_block_c200_seed1,coord_block,1,5,0,6,20,20,400,200,20,10,0.5,1.0,0.5,0.0,0.5,160,190,30,0,19.0,38,0.375,0,19.0,38,0.375,recomputed,0,20.0,40,0.375,0,20.0,40,0.375,recomputed,19,15.898610432389079,3.550238802485176,158.98610432389083,3.550238802485176,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,58.88,57.2,58.0,60.5,52.35,2.5,59.2,58.6,14.783266305923462,6,20,4,4,20,190,0,19.0,0.25,0,1.0,2,0.738,1.0093873614205044,0.014217410724284054,0.738,0.561,0.021812025578089773,-0.1894707530003847,1.0,0.16196670111964526
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3_trainseed1,cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3_trainseed1,cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3,balanced,3,1,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,19,20.25,23,0.04012345679012341,recomputed,40,40.0,40,0.0,19,20.25,23,0.04012345679012341,recomputed,19,15.898610432389079,3.550238802485176,184.13679360660342,3.0930278738589387,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,85.98,85.1,85.0,85.0,67.95,4.0,84.2,83.6,14.596696376800537,6,20,4,4,20,200,19,20.25,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3_trainseed2,cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3_trainseed2,cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3,balanced,3,2,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,19,20.25,23,0.04012345679012341,recomputed,40,40.0,40,0.0,19,20.25,23,0.04012345679012341,recomputed,19,15.898610432389079,3.550238802485176,184.13679360660342,3.0930278738589387,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,90.94,91.3,90.5,90.5,73.9,4.0,90.2,88.6,14.787214756011963,6,20,4,4,20,200,19,20.25,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_cycle_chords_seed3_c200/cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3_trainseed3,cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3_trainseed3,cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3,cycle_chords_n6_m20_seed3,cycle_chords_n6_m20_seed3__mask0242_balanced_c200_seed3,balanced,3,3,0,6,20,20,400,200,20,20,0.5,1.0,1.0,0.0,0.0,160,200,40,40,40.0,40,0.0,19,20.25,23,0.04012345679012341,recomputed,40,40.0,40,0.0,19,20.25,23,0.04012345679012341,recomputed,19,15.898610432389079,3.550238802485176,184.13679360660342,3.0930278738589387,0.19012057577583058,0.10694444444444429,0.001853732638888889,0.09454166666666675,0.0,1.3333333333333333,82.48,82.5,77.0,80.5,64.75,2.5,78.4,78.2,14.386442422866821,6,20,4,4,20,200,19,20.25,1.0,4,4.0,4,1.0,4.402540492351306,1.2524631830967872,1.0,0.975,0.3342124645931681,0.0677299764960244,1.0,0.27033332878512156
