dataset,group,physical_topology_name,family,regime,gamma_probe_n_samples,gamma_probe_trials,gamma_probe_edge_bias_radius,gamma_probe_alpha,gamma_no_bias_exact_available,gamma_no_bias_exact_lcvar,gamma_no_bias_exact_accuracy,gamma_no_bias_exact_failure_max,gamma_no_bias_exact_margin_mean,gamma_no_bias_exact_margin_p10,gamma_no_bias_exact_tree_drive_range_mean,gamma_no_bias_exact_n_trees_total,gamma_no_bias_exact_total_trials,gamma_no_bias_tropical_available,gamma_no_bias_tropical_lcvar,gamma_no_bias_tropical_accuracy,gamma_no_bias_tropical_failure_max,gamma_no_bias_tropical_margin_mean,gamma_no_bias_tropical_margin_p10,gamma_no_bias_tropical_tree_drive_range_mean,gamma_no_bias_tropical_n_trees_total,gamma_no_bias_tropical_total_trials,gamma_no_bias_hard_root_available,gamma_no_bias_hard_root_lcvar,gamma_no_bias_hard_root_accuracy,gamma_no_bias_hard_root_failure_max,gamma_no_bias_hard_root_margin_mean,gamma_no_bias_hard_root_margin_p10,gamma_no_bias_hard_root_tree_drive_range_mean,gamma_no_bias_hard_root_n_trees_total,gamma_no_bias_hard_root_total_trials
hard_full_mask_local,random_sc_n4_m6_seed11,random_sc_n4_m6_seed11,random_sc,n4_m6_N3_D2,240,8,0.0,0.1,True,-2.6292967214713974,0.2375,1.0,-0.6977311568816201,-2.0640473792146175,0.3628509883613304,7,8,True,-1.9964816873269617,0.3625,0.8701298701298701,-0.3062811603155391,-1.3262638823331199,0.11725800125360086,7,8,True,-2.0680836902544057,0.3541666666666667,0.9436619718309859,-0.2822771454465413,-1.2577727977931377,0.29125160783977844,7,96
hard_full_mask_local,two_module_n4_m6_seed1,two_module_n4_m6_seed1,two_module,n4_m6_N3_D2,240,8,0.0,0.1,True,-1.8382996601839372,0.3416666666666667,0.7307692307692307,-0.2434183018251433,-1.2371383211810107,0.0,4,8,True,-1.7293946776525513,0.3541666666666667,0.7037037037037037,-0.2205059430085116,-1.1307550873644652,0.0,4,8,True,-1.7648145219862899,0.35833333333333334,0.7471264367816092,-0.32640616949943324,-1.2383341466224018,0.0,4,96
hard_full_mask_local,bottleneck_bridge_n5_m12_seed7,bottleneck_bridge_n5_m12_seed7,bottleneck_bridge,n5_m12_N3_D2,240,8,0.0,0.1,True,-3.094543451628298,0.3333333333333333,1.0,-0.5651162645360108,-2.033112220585448,1.1409335647232957,43,8,True,-2.4117057753293727,0.31666666666666665,0.9259259259259259,-0.3831778432726154,-1.5755048305889223,1.0586837560583107,43,8,True,-3.076575190376272,0.3375,1.0,-0.42473218496148185,-1.6849915303150844,1.3419035248756244,43,96
hard_full_mask_local,cycle_chords_n5_m12_seed41,cycle_chords_n5_m12_seed41,cycle_chords,n5_m12_N3_D2,240,8,0.0,0.1,True,-2.649766600988949,0.3416666666666667,1.0,-0.4524664377565276,-1.8520845005661501,0.9921533660388043,78,8,True,-2.8513734523149155,0.3458333333333333,0.9885057471264368,-0.5197135521200164,-1.905090796723001,1.3021689971231531,78,8,True,-3.9046124447055064,0.3458333333333333,0.8795180722891566,-0.49574198127761165,-2.341649211914401,1.054366871701898,78,96
hard_full_mask_local,cycle_chords_n5_m12_seed46,cycle_chords_n5_m12_seed46,cycle_chords,n5_m12_N3_D2,240,8,0.0,0.1,True,-2.196972998515079,0.3,0.8717948717948718,-0.4772379234231411,-1.7049531639872688,1.3516500231358592,60,8,True,-3.7461485062341957,0.30833333333333335,0.989247311827957,-0.57545508648755,-2.3227434823714024,1.5499093638517878,60,8,True,-2.0754035059990077,0.3958333333333333,0.6385542168674698,-0.19907708796597728,-1.1260957771859392,1.4044013259646146,60,96
hard_full_mask_local,cycle_chords_n5_m12_seed83,cycle_chords_n5_m12_seed83,cycle_chords,n5_m12_N3_D2,240,8,0.0,0.1,True,-3.8966630491815843,0.3,1.0,-0.8250813536514661,-2.743638858379097,0.8420501237804631,40,8,True,-2.552361371658055,0.32916666666666666,0.8023255813953488,-0.4186249331206924,-1.8400838968047852,1.2169328856699486,40,8,True,-2.4230026578664647,0.3125,0.9529411764705882,-0.48942043829555265,-1.6977050605682613,1.1135311023583114,40,96
hard_full_mask_local,cycle_chords_n5_m12_seed86,cycle_chords_n5_m12_seed86,cycle_chords,n5_m12_N3_D2,240,8,0.0,0.1,True,-2.409489888870834,0.3541666666666667,1.0,-0.33634220907009105,-1.5207712158039777,1.2523189634917196,51,8,True,-1.6292551630863792,0.32916666666666666,0.8,-0.3013871886518678,-1.176881314121221,1.337261088434002,51,8,True,-2.4368177723056057,0.30833333333333335,0.7816091954022989,-0.48937917059678127,-1.7530581216466539,0.9666532905731611,51,96
hard_full_mask_local,degree_balanced_n5_m12_seed9,degree_balanced_n5_m12_seed9,degree_balanced,n5_m12_N3_D2,240,8,0.0,0.1,True,-3.3783191818516616,0.3625,1.0,-0.722772482331158,-2.3826849698195813,1.532108487508079,85,8,True,-2.622148918531092,0.4,0.9876543209876543,-0.35077005730065597,-1.7112926327651548,1.6839096948246985,85,8,True,-1.9599259900667123,0.3416666666666667,0.8,-0.27183691531112164,-1.357511549383136,1.4523204756767432,85,96
hard_full_mask_local,hub_spoke_n5_m12_seed76,hub_spoke_n5_m12_seed76,hub_spoke,n5_m12_N3_D2,240,8,0.0,0.1,True,-4.4113755997257735,0.3125,1.0,-0.6423320572732486,-3.1021759443810746,0.8470403793619609,35,8,True,-2.3673867865338645,0.39166666666666666,0.8734177215189873,-0.2698625226074562,-1.2487348288582045,1.203964358181838,35,8,True,-1.8837384022212862,0.35833333333333334,0.8333333333333334,-0.3184782545968064,-1.4571317588255372,0.9885918121952588,35,96
hard_full_mask_local,random_sc_n5_m12_seed2,random_sc_n5_m12_seed2,random_sc,n5_m12_N3_D2,240,8,0.0,0.1,True,-2.5026985186995483,0.325,1.0,-0.34834086283744997,-1.1962335849787777,1.2878427050184738,64,8,True,-3.393873672962804,0.24583333333333332,0.9629629629629629,-0.7950085997614996,-2.3838742541545423,0.9810515889241616,64,8,True,-3.427044209206611,0.2625,0.8928571428571429,-0.6434148033263161,-2.4995339047945317,0.9027335716905484,64,96
hard_full_mask_local,random_sc_n5_m12_seed92,random_sc_n5_m12_seed92,random_sc,n5_m12_N3_D2,240,8,0.0,0.1,True,-2.783261854497021,0.3458333333333333,1.0,-0.450977657376984,-1.8516093518649872,1.534146516884046,84,8,True,-2.028233447764202,0.3,0.9846153846153847,-0.3595688333803853,-1.2921319248884755,1.647179711440728,84,8,True,-2.5625809858051123,0.325,0.8701298701298701,-0.49636627407492534,-1.9261241734859773,1.9170805859170845,84,96
hard_full_mask_local,redundant_paths_n5_m12_seed1,redundant_paths_n5_m12_seed1,redundant_paths,n5_m12_N3_D2,240,8,0.0,0.1,True,-1.3835915418992673,0.3875,0.691358024691358,-0.1727729462642045,-0.7078501700042495,1.6285697166165722,64,8,True,-2.7014513256186152,0.325,0.9493670886075949,-0.39010212899903146,-1.4810868653525777,1.8690632971892185,64,8,True,-2.2313725446845303,0.3416666666666667,0.7777777777777778,-0.38401757662877384,-1.585440869988552,1.373286394006262,64,96
hard_full_mask_local,two_module_n5_m12_seed2,two_module_n5_m12_seed2,two_module,n5_m12_N3_D2,240,8,0.0,0.1,True,-3.1247179646135312,0.2916666666666667,1.0,-0.6895523554798757,-2.267987494267468,0.8078868123531815,43,8,True,-2.7211164813030653,0.3125,0.963855421686747,-0.4764583405319752,-1.7729362742828285,1.1583760479078757,43,8,True,-3.534118420451993,0.375,0.9367088607594937,-0.49201865013542984,-2.24857255087349,1.3273713514111962,43,96
hard_full_mask_local,two_module_n5_m12_seed9,two_module_n5_m12_seed9,two_module,n5_m12_N3_D2,240,8,0.0,0.1,True,-3.302159123374377,0.32916666666666666,0.9887640449438202,-0.4457203504145921,-2.1153052092514875,1.6111208327494073,44,8,True,-3.638998671926685,0.35,0.9875,-0.5469299258331227,-2.100830412199852,0.7301393555370406,44,8,True,-2.478502786841314,0.32083333333333336,0.9555555555555556,-0.38657894281002125,-1.7693778229948869,1.3313785246033265,44,96
hard_full_mask_local,bottleneck_bridge_n5_m8_seed4,bottleneck_bridge_n5_m8_seed4,bottleneck_bridge,n5_m8_N3_D2,240,8,0.0,0.1,True,-2.5612396010061875,0.3,0.8681318681318682,-0.409936621648875,-1.5249138480838598,0.09756351486059887,6,8,True,-1.346455093971418,0.35833333333333334,0.8170731707317073,-0.21776745203485948,-0.8566507413621741,0.0782451230218285,6,8,True,-2.842730225256729,0.35,0.8125,-0.47789248444997556,-2.047063842403185,0.09752109317767307,6,96
hard_full_mask_local,cycle_chords_n5_m8_seed1,cycle_chords_n5_m8_seed1,cycle_chords,n5_m8_N3_D2,240,8,0.0,0.1,True,-2.3318889957711963,0.30416666666666664,0.8470588235294118,-0.4906561969858758,-1.6214578313011396,0.7695728387467266,18,8,True,-2.3207000251211087,0.3125,0.7472527472527473,-0.5155392452491114,-1.6127300418819392,0.7589620576078349,18,8,True,-2.7634327433580586,0.3125,0.9883720930232558,-0.6033938116984174,-2.1831010169325906,0.3833610943596652,18,96
hard_full_mask_local,cycle_chords_n5_m8_seed34,cycle_chords_n5_m8_seed34,cycle_chords,n5_m8_N3_D2,240,8,0.0,0.1,True,-2.207439041085441,0.37916666666666665,0.6385542168674698,-0.3393315743954068,-1.4287769229002163,0.30368520903630386,10,8,True,-2.563223223175713,0.31666666666666665,0.7444444444444445,-0.4310564139894414,-1.768756952636275,0.3182945257850427,10,8,True,-2.708131463158851,0.35,0.9090909090909091,-0.4129789674539387,-1.9413857666596883,0.2690485111274428,10,96
hard_full_mask_local,cycle_chords_n5_m8_seed35,cycle_chords_n5_m8_seed35,cycle_chords,n5_m8_N3_D2,240,8,0.0,0.1,True,-3.6461121159025955,0.4166666666666667,0.6785714285714286,-0.3474584302307721,-1.7064963244422902,0.8784093145184587,15,8,True,-2.3158893577477846,0.3541666666666667,0.9263157894736842,-0.364779334585063,-1.4968464122281782,0.5875173829427743,15,8,True,-2.0077631108176774,0.39166666666666666,0.6404494382022472,-0.25445105556694914,-1.38438541907953,1.0427794909526864,15,96
hard_full_mask_local,cycle_chords_n5_m8_seed62,cycle_chords_n5_m8_seed62,cycle_chords,n5_m8_N3_D2,240,8,0.0,0.1,True,-3.3698978355453386,0.30833333333333335,0.8589743589743589,-0.7220913059462486,-2.4914515498015297,0.6984408595862875,22,8,True,-2.559752429465642,0.3125,0.8222222222222222,-0.5189472978189139,-1.813053407057006,0.9229683257144311,22,8,True,-3.2249845900888743,0.35833333333333334,0.8222222222222222,-0.4749414435601244,-2.4433512025418245,0.9536602148736978,22,96
hard_full_mask_local,cycle_chords_n5_m8_seed69,cycle_chords_n5_m8_seed69,cycle_chords,n5_m8_N3_D2,240,8,0.0,0.1,True,-1.3117842149990366,0.25416666666666665,0.8131868131868132,-0.28519297362565993,-0.9288625840932626,0.44402387662820575,11,8,True,-2.684370709644918,0.29583333333333334,0.8172043010752689,-0.4081801777676409,-1.4812245570148508,0.3278880252544539,11,8,True,-2.1953884021056242,0.29583333333333334,0.7528089887640449,-0.48081602856046785,-1.6228873792191119,0.2986174038736776,11,96
hard_full_mask_local,cycle_chords_n5_m8_seed71,cycle_chords_n5_m8_seed71,cycle_chords,n5_m8_N3_D2,240,8,0.0,0.1,True,-2.7297137725964755,0.30833333333333335,0.9878048780487805,-0.3902567135891379,-1.7284232662480683,0.30432985538844465,11,8,True,-2.95685144418014,0.35,0.84375,-0.46797881139325076,-1.9952479668283298,0.3884353695547697,11,8,True,-2.5464365111454375,0.24166666666666667,0.863013698630137,-0.630088508875185,-1.738279280811352,0.18563483241756987,11,96
hard_full_mask_local,cycle_chords_n5_m8_seed79,cycle_chords_n5_m8_seed79,cycle_chords,n5_m8_N3_D2,240,8,0.0,0.1,True,-2.3586365397525064,0.30833333333333335,0.9886363636363636,-0.4479405484800804,-1.8161259297079015,0.81508703921754,19,8,True,-1.9372029841978688,0.2916666666666667,1.0,-0.3137196774308971,-1.2428873634962887,0.6191959145244504,19,8,True,-2.2241951311643335,0.32083333333333336,0.974025974025974,-0.3509343961473077,-1.5040756092956256,0.9114064046383005,19,96
hard_full_mask_local,degree_balanced_n5_m8_seed60,degree_balanced_n5_m8_seed60,degree_balanced,n5_m8_N3_D2,240,8,0.0,0.1,True,-3.850510759438321,0.3333333333333333,0.88,-0.5703629073529451,-2.103682445750963,0.27044420590395807,9,8,True,-0.9943220755962966,0.26666666666666666,0.8,-0.24374131029598037,-0.7849635538946563,0.41570744878736066,9,8,True,-2.4516066287018976,0.25833333333333336,0.8695652173913043,-0.5821110500796565,-1.8946780303555633,0.18210488868129626,9,96
hard_full_mask_local,hub_spoke_n5_m8_seed1,hub_spoke_n5_m8_seed1,hub_spoke,n5_m8_N3_D2,240,8,0.0,0.1,True,-1.481799320335517,0.25833333333333336,0.7865168539325843,-0.348353360854534,-1.1387758755320654,0.0,5,8,True,-2.7401831208904577,0.2875,0.8837209302325582,-0.49567974507980916,-1.7986424906451852,0.0,5,8,True,-2.1115778407644203,0.3333333333333333,0.7682926829268293,-0.3331203767639253,-1.316456897684871,0.0,5,96
hard_full_mask_local,random_sc_n5_m8_seed48,random_sc_n5_m8_seed48,random_sc,n5_m8_N3_D2,240,8,0.0,0.1,True,-2.869299389346623,0.31666666666666665,1.0,-0.5884814951365759,-1.867208721968202,0.49347076871905216,16,8,True,-1.9978470099842525,0.30833333333333335,0.881578947368421,-0.36629729665999855,-1.4108062783661122,0.5738573082000521,16,8,True,-2.7986785030533188,0.32083333333333336,0.9324324324324325,-0.41108144040569056,-1.8141036551557694,0.40344569206192793,16,96
hard_full_mask_local,redundant_paths_n5_m8_seed1,redundant_paths_n5_m8_seed1,redundant_paths,n5_m8_N3_D2,240,8,0.0,0.1,True,-2.176847162563507,0.35,0.8554216867469879,-0.41166578228032547,-1.6842262732180864,0.25854449871091245,11,8,True,-2.4337783782716107,0.325,0.8974358974358975,-0.34771385781044706,-1.5194654427840448,0.33393003507644997,11,8,True,-2.615211150974647,0.31666666666666665,0.9090909090909091,-0.49893758312149666,-1.8601623729684427,0.42296945976161154,11,96
