idx,selected,topology_id,topology_name,family,seed,n_nodes,n_edges,p,edge_json,d_rel,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,rank_D,effective_rank_D,condition_number_D,condition_number_D_log,root_tree_count_gini,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,in_degree_cv,out_degree_cv,n_trees_total_enum,n_trees_total_enum_log
122,0,g0122_random_sc_seed27,random_sc,random_sc,27,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0122_random_sc_seed27.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.608484620741143,3.6248478844707637,0.5592897862667106,0.1333333333333333,0.14409722222222232,0.0,1.4,0.4249182927993988,0.2041241452319315,72,1.8573324964312685
123,0,g0123_random_sc_seed28,random_sc,random_sc,28,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0123_random_sc_seed28.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.810225516481932,3.5178942115200713,0.5462827754159653,0.12307692307692308,0.12767094017094016,0.0,1.4,0.2041241452319315,0.2041241452319315,78,1.8920946026904804
124,0,g0124_random_sc_seed29,random_sc,random_sc,29,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0124_random_sc_seed29.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.817662066359851,4.334104341704787,0.6368993625632056,0.1777777777777778,0.1064814814814814,0.0,1.45,0.33333333333333337,0.2041241452319315,81,1.9084850188786497
125,0,g0125_random_sc_seed30,random_sc,random_sc,30,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0125_random_sc_seed30.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,9.049335963335391,3.353413289109835,0.5254870810515064,0.1404255319148937,0.10460992907801425,0.0,1.4,0.2041241452319315,0.2041241452319315,94,1.9731278535996986
126,0,g0126_random_sc_seed31,random_sc,random_sc,31,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0126_random_sc_seed31.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.278835714694925,5.0504011145337175,0.7033258721603773,0.3094339622641511,0.22012578616352219,0.0,1.45,0.2041241452319315,0.4249182927993988,53,1.7242758696007892
127,0,g0127_random_sc_seed32,random_sc,random_sc,32,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0127_random_sc_seed32.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.871201468644742,4.625516162908674,0.6651602028469684,0.2958904109589042,0.19691780821917826,0.0,1.45,0.2041241452319315,0.4249182927993988,73,1.863322860120456
128,0,g0128_random_sc_seed33,random_sc,random_sc,33,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0128_random_sc_seed33.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.317567823077608,5.78453385632097,0.7622683673008599,0.40634920634920646,0.13888888888888884,0.0,1.5,0.33333333333333337,0.33333333333333337,63,1.7993405494535817
129,0,g0129_random_sc_seed34,random_sc,random_sc,34,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0129_random_sc_seed34.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.873870511435294,4.900932589152289,0.6902787289642675,0.3111111111111111,0.16145833333333348,0.0,1.45,0.5000000000000001,0.33333333333333337,72,1.8573324964312685
130,0,g0130_random_sc_seed35,random_sc,random_sc,35,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0130_random_sc_seed35.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.596710616668974,3.9434064967174227,0.5958715475986883,0.18333333333333335,0.13715277777777768,0.0,1.4,0.4249182927993988,0.2041241452319315,72,1.8573324964312685
131,0,g0131_random_sc_seed36,random_sc,random_sc,36,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0131_random_sc_seed36.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,9.004595761325456,4.423117649448705,0.6457284912183129,0.2974358974358975,0.1575854700854702,0.0,1.4,0.33333333333333337,0.33333333333333337,78,1.8920946026904804
132,0,g0132_random_sc_seed37,random_sc,random_sc,37,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0132_random_sc_seed37.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,9.055411033145282,3.4097259397208948,0.5327194735232632,0.19178082191780832,0.1894977168949772,0.0,1.45,0.2041241452319315,0.33333333333333337,73,1.863322860120456
133,0,g0133_random_sc_seed38,random_sc,random_sc,38,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0133_random_sc_seed38.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,9.04422097980386,3.1477752937980306,0.49800372236977775,0.10666666666666669,0.11805555555555558,0.0,1.4,0.2041241452319315,0.2041241452319315,90,1.9542425094393248
134,0,g0134_random_sc_seed39,random_sc,random_sc,39,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0134_random_sc_seed39.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.667222968953462,4.326382347264069,0.636124897897637,0.15555555555555567,0.1278935185185186,0.0,1.45,0.33333333333333337,0.2041241452319315,72,1.8573324964312685
135,0,g0135_random_sc_seed40,random_sc,random_sc,40,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0135_random_sc_seed40.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,9.059808148581116,3.3467481426746373,0.5246230310425104,0.18028169014084505,0.1848591549295775,0.0,1.45,0.2041241452319315,0.33333333333333337,71,1.8512583487190752
136,0,g0136_random_sc_seed41,random_sc,random_sc,41,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0136_random_sc_seed41.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.474374149302113,5.142167397522587,0.7111462105092923,0.3277777777777777,0.15393518518518512,0.0,1.5,0.5000000000000001,0.3333333333333334,72,1.8573324964312685
137,0,g0137_random_sc_seed42,random_sc,random_sc,42,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0137_random_sc_seed42.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.714244503740161,3.8858832753447086,0.589489751066891,0.2583333333333333,0.28211805555555536,0.0,1.4,0.33333333333333337,0.5,48,1.6812412373755872
138,0,g0138_random_sc_seed43,random_sc,random_sc,43,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0138_random_sc_seed43.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.44922160217982,4.7534036148791,0.6770046921135454,0.28,0.21736111111111134,0.0,1.45,0.33333333333333337,0.4249182927993988,60,1.7781512503836436
139,0,g0139_random_sc_seed44,random_sc,random_sc,44,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0139_random_sc_seed44.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.948992469251582,3.282531859260696,0.5162089499127651,0.1428571428571428,0.2038690476190479,0.0,1.45,0.33333333333333337,0.33333333333333337,56,1.7481880270062005
140,0,g0140_random_sc_seed45,random_sc,random_sc,45,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0140_random_sc_seed45.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.82977134003632,3.5591624447395764,0.5513478102134604,0.20740740740740748,0.10030864197530853,0.0,1.4,0.33333333333333337,0.2041241452319315,81,1.9084850188786497
141,0,g0141_random_sc_seed46,random_sc,random_sc,46,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0141_random_sc_seed46.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.663239356565697,4.261918234317704,0.6296051134388906,0.13888888888888884,0.15162037037037068,0.0,1.45,0.4249182927993988,0.2041241452319315,72,1.8573324964312685
142,0,g0142_random_sc_seed47,random_sc,random_sc,47,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0142_random_sc_seed47.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.655012956542189,6.253457335608053,0.7961201912055329,0.24,0.14833333333333343,0.0,1.5,0.33333333333333337,0.33333333333333337,75,1.8750612633917
143,0,g0143_random_sc_seed48,random_sc,random_sc,48,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0143_random_sc_seed48.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.668139919184151,3.7303591723209895,0.5717506492476542,0.18333333333333335,0.12326388888888884,0.0,1.4,0.4249182927993988,0.2041241452319315,72,1.8573324964312685
144,0,g0144_random_sc_seed49,random_sc,random_sc,49,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0144_random_sc_seed49.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.847779634357712,3.6050772254201497,0.5569145723049933,0.19999999999999996,0.1121031746031751,0.0,1.4,0.33333333333333337,0.2041241452319315,84,1.9242792860618816
145,0,g0145_random_sc_seed50,random_sc,random_sc,50,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0145_random_sc_seed50.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.449652913689354,3.717615893810276,0.570264516200784,0.1692307692307693,0.22596153846153832,0.0,1.4,0.2041241452319315,0.4249182927993988,52,1.7160033436347992
146,0,g0146_random_sc_seed51,random_sc,random_sc,51,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0146_random_sc_seed51.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.696517431233831,3.302448436048565,0.5188360453283815,0.10857142857142854,0.18392857142857144,0.0,1.4,0.2041241452319315,0.33333333333333337,70,1.845098040014257
147,0,g0147_random_sc_seed52,random_sc,random_sc,52,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0147_random_sc_seed52.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.89005654643512,3.7886000589697515,0.5784787616882815,0.25,0.21006944444444486,0.0,1.45,0.2041241452319315,0.4249182927993988,72,1.8573324964312685
148,0,g0148_random_sc_seed53,random_sc,random_sc,53,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0148_random_sc_seed53.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.242947830410094,6.8402650207127635,0.8350729284457656,0.40000000000000013,0.18005952380952372,0.0,1.5,0.33333333333333337,0.4249182927993988,56,1.7481880270062005
149,0,g0149_random_sc_seed54,random_sc,random_sc,54,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0149_random_sc_seed54.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.901248618467475,4.208821414554361,0.6241604984923748,0.16470588235294126,0.12107843137254926,0.0,1.45,0.33333333333333337,0.2041241452319315,85,1.9294189257142929
150,0,g0150_random_sc_seed55,random_sc,random_sc,55,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0150_random_sc_seed55.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.245070658229228,5.11564176822208,0.7089001246393802,0.3733333333333333,0.1499999999999999,0.0,1.5,0.33333333333333337,0.33333333333333337,60,1.7781512503836436
151,0,g0151_random_sc_seed56,random_sc,random_sc,56,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0151_random_sc_seed56.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.633206584640195,3.6818913315998802,0.5660709664648529,0.2293333333333334,0.12611111111111106,0.0,1.45,0.33333333333333337,0.2041241452319315,75,1.8750612633917
152,0,g0152_random_sc_seed57,random_sc,random_sc,57,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0152_random_sc_seed57.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.942474758862437,3.3167029411635656,0.5207065758937075,0.10114942528735638,0.11925287356321856,0.0,1.4,0.2041241452319315,0.2041241452319315,87,1.9395192526186185
153,0,g0153_random_sc_seed58,random_sc,random_sc,58,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0153_random_sc_seed58.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.549365567274844,6.059042618632989,0.7824040072864354,0.3833333333333333,0.1805555555555558,0.0,1.5,0.5,0.4249182927993988,72,1.8573324964312685
154,0,g0154_random_sc_seed59,random_sc,random_sc,59,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0154_random_sc_seed59.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.545282175924784,4.159085630418957,0.6189978620421631,0.20363636363636362,0.2333333333333334,0.0,1.4,0.2041241452319315,0.4249182927993988,55,1.7403626894942439
155,0,g0155_random_sc_seed60,random_sc,random_sc,60,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0155_random_sc_seed60.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.744657893335521,3.6007467767366768,0.5563925805957193,0.13866666666666672,0.1277777777777782,0.0,1.4,0.2041241452319315,0.2041241452319315,75,1.8750612633917
156,0,g0156_random_sc_seed61,random_sc,random_sc,61,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0156_random_sc_seed61.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.254252454415369,6.513949288725881,0.8138443732475452,0.4666666666666668,0.18472222222222223,0.0,1.5,0.4249182927993988,0.4249182927993988,60,1.7781512503836436
157,0,g0157_random_sc_seed62,random_sc,random_sc,62,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0157_random_sc_seed62.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.341700411933093,5.262601333905916,0.721200471472221,0.3047619047619048,0.13690476190476186,0.0,1.5,0.4249182927993988,0.2041241452319315,63,1.7993405494535817
158,0,g0158_random_sc_seed63,random_sc,random_sc,63,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0158_random_sc_seed63.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.611343645355019,4.1828862316004365,0.6214760525653146,0.34444444444444455,0.19270833333333348,0.0,1.4,0.4249182927993988,0.4249182927993988,72,1.8573324964312685
159,0,g0159_random_sc_seed64,random_sc,random_sc,64,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0159_random_sc_seed64.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.80146586724261,4.10576824479289,0.6133944314329647,0.2692307692307694,0.27003205128205154,0.0,1.4,0.2041241452319315,0.5000000000000001,52,1.7160033436347992
160,0,g0160_random_sc_seed65,random_sc,random_sc,65,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0160_random_sc_seed65.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.581529155318492,4.732164447905577,0.6750598284277856,0.3764705882352941,0.20036764705882382,0.0,1.45,0.3333333333333334,0.4249182927993988,68,1.8325089127062364
161,0,g0161_random_sc_seed66,random_sc,random_sc,66,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0161_random_sc_seed66.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.833701841701112,3.772196687157024,0.5765943293250892,0.24761904761904763,0.10863095238095277,0.0,1.4,0.4249182927993988,0.2041241452319315,84,1.9242792860618816
162,0,g0162_random_sc_seed67,random_sc,random_sc,67,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0162_random_sc_seed67.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.850999226146442,3.99361437502759,0.6013661269134876,0.20740740740740748,0.11419753086419737,0.0,1.4,0.4249182927993988,0.2041241452319315,81,1.9084850188786497
163,0,g0163_random_sc_seed68,random_sc,random_sc,68,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0163_random_sc_seed68.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.651766650724388,3.6198491117501677,0.5586904679640972,0.12222222222222223,0.12037037037037024,0.0,1.4,0.2041241452319315,0.2041241452319315,72,1.8573324964312685
164,0,g0164_random_sc_seed69,random_sc,random_sc,69,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0164_random_sc_seed69.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.82727009489002,4.415950552750783,0.645024201771027,0.21818181818181825,0.21401515151515138,0.0,1.4,0.2041241452319315,0.4249182927993988,66,1.8195439355418688
165,0,g0165_random_sc_seed70,random_sc,random_sc,70,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0165_random_sc_seed70.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.221183525863013,6.9600418785572735,0.8426118527674036,0.2333333333333334,0.1263888888888891,0.0,1.5,0.4249182927993988,0.2041241452319315,60,1.7781512503836436
166,0,g0166_random_sc_seed71,random_sc,random_sc,71,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0166_random_sc_seed71.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.640568002728337,5.620391600982668,0.7497665761065915,0.4054054054054055,0.18299549549549576,0.0,1.5,0.4249182927993988,0.4249182927993988,74,1.8692317197309762
167,0,g0167_random_sc_seed72,random_sc,random_sc,72,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0167_random_sc_seed72.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.742710507462046,3.8122368910678257,0.5811798797120977,0.2186666666666668,0.1283333333333334,0.0,1.4,0.33333333333333337,0.2041241452319315,75,1.8750612633917
168,0,g0168_random_sc_seed73,random_sc,random_sc,73,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0168_random_sc_seed73.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.564344782013118,4.031149683478894,0.6054289245489817,0.2857142857142858,0.19444444444444464,0.0,1.45,0.2041241452319315,0.33333333333333337,63,1.7993405494535817
169,0,g0169_random_sc_seed74,random_sc,random_sc,74,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0169_random_sc_seed74.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.817662066359855,4.334104341704787,0.6368993625632056,0.1777777777777778,0.1064814814814814,0.0,1.45,0.33333333333333337,0.2041241452319315,81,1.9084850188786497
170,0,g0170_random_sc_seed75,random_sc,random_sc,75,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0170_random_sc_seed75.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.511118328588559,4.141985236831374,0.6172085466158366,0.24827586206896557,0.22916666666666674,0.0,1.4,0.2041241452319315,0.4249182927993988,58,1.7634279935629373
171,0,g0171_random_sc_seed76,random_sc,random_sc,76,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0171_random_sc_seed76.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.85561715540117,3.6453789201483278,0.5617426778875818,0.1548387096774193,0.2426075268817205,0.0,1.45,0.2041241452319315,0.4249182927993988,62,1.792391689498254
172,0,g0172_random_sc_seed77,random_sc,random_sc,77,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0172_random_sc_seed77.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.361707453518424,3.9314414551050114,0.5945518127724332,0.18867924528301883,0.2350628930817611,0.0,1.45,0.2041241452319315,0.4249182927993988,53,1.7242758696007892
173,0,g0173_random_sc_seed78,random_sc,random_sc,78,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0173_random_sc_seed78.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.8629870643276,3.5711488566379694,0.5528079533205021,0.15308641975308657,0.1394032921810695,0.0,1.4,0.33333333333333337,0.2041241452319315,81,1.9084850188786497
174,0,g0174_random_sc_seed79,random_sc,random_sc,79,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0174_random_sc_seed79.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.388464960538357,3.8873688649883382,0.5896557519583605,0.17142857142857149,0.11375661375661394,0.0,1.4,0.2041241452319315,0.2041241452319315,63,1.7993405494535817
175,0,g0175_random_sc_seed80,random_sc,random_sc,80,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0175_random_sc_seed80.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.995336133023944,3.8482250459594343,0.5852604618482264,0.2857142857142858,0.14037698412698418,0.0,1.4,0.33333333333333337,0.33333333333333337,84,1.9242792860618816
176,0,g0176_random_sc_seed81,random_sc,random_sc,81,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0176_random_sc_seed81.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.835416950219836,4.003650697309951,0.6024561799840461,0.19354838709677424,0.230510752688172,0.0,1.45,0.2041241452319315,0.4249182927993988,62,1.792391689498254
177,0,g0177_random_sc_seed82,random_sc,random_sc,82,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0177_random_sc_seed82.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.901248618467475,4.208821414554363,0.624160498492375,0.16470588235294126,0.12107843137254926,0.0,1.45,0.33333333333333337,0.2041241452319315,85,1.9294189257142929
178,0,g0178_random_sc_seed83,random_sc,random_sc,83,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0178_random_sc_seed83.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.206939071336043,5.134597312503561,0.7105063891572023,0.27692307692307705,0.28739316239316204,0.0,1.5,0.2041241452319315,0.5000000000000001,39,1.591064607026499
179,0,g0179_random_sc_seed84,random_sc,random_sc,84,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0179_random_sc_seed84.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.805488406229719,3.592182124049347,0.5553583473339485,0.19999999999999996,0.13973577235772372,0.0,1.45,0.33333333333333337,0.2041241452319315,82,1.9138138523837167
180,0,g0180_random_sc_seed85,random_sc,random_sc,85,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0180_random_sc_seed85.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.382846952924133,3.9682117343680736,0.5985948370240735,0.22222222222222232,0.18287037037037068,0.0,1.45,0.2041241452319315,0.33333333333333337,54,1.7323937598229686
181,0,g0181_random_sc_seed86,random_sc,random_sc,86,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0181_random_sc_seed86.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.559581003451601,4.794325709820231,0.6807275351570787,0.32499999999999996,0.203125,0.0,1.4,0.33333333333333337,0.4249182927993988,64,1.806179973983887
182,0,g0182_random_sc_seed87,random_sc,random_sc,87,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0182_random_sc_seed87.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.494709257627017,6.417140109171625,0.8073415216000301,0.39393939393939403,0.2007575757575759,0.0,1.55,0.4249182927993988,0.4249182927993988,66,1.8195439355418688
183,0,g0183_random_sc_seed88,random_sc,random_sc,88,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0183_random_sc_seed88.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.570425721390643,4.483774303821263,0.6516437437374063,0.4111111111111112,0.15567129629629628,0.0,1.45,0.4249182927993988,0.33333333333333337,72,1.8573324964312685
184,0,g0184_random_sc_seed89,random_sc,random_sc,89,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0184_random_sc_seed89.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.53216461133085,3.705142291768027,0.5688048912203528,0.18947368421052646,0.20467836257309946,0.0,1.45,0.2041241452319315,0.33333333333333337,57,1.7558748556724915
185,0,g0185_random_sc_seed90,random_sc,random_sc,90,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0185_random_sc_seed90.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.574312662072657,3.501427568813088,0.5442451468798839,0.10000000000000009,0.2543402777777777,0.0,1.45,0.33333333333333337,0.4249182927993988,48,1.6812412373755872
186,0,g0186_random_sc_seed91,random_sc,random_sc,91,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0186_random_sc_seed91.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,8.867710180060476,4.207347625118155,0.6240083963605956,0.2704225352112677,0.210680751173709,0.0,1.45,0.2041241452319315,0.4249182927993988,71,1.8512583487190752
187,1,g0187_random_sc_seed92,random_sc,random_sc,92,5,12,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m12_N3_D2/topologies/g0187_random_sc_seed92.json,88,22,22.0,22,0.0,22,22.0,22,0.0,11,9.084968325580327,3.619948864182048,0.558702435682221,0.2714285714285716,0.1517857142857142,0.0,1.45,0.2041241452319315,0.33333333333333337,84,1.9242792860618816
