idx,selected,topology_id,topology_name,family,seed,n_nodes,n_edges,p,edge_json,d_rel,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,rank_D,effective_rank_D,condition_number_D,condition_number_D_log,root_tree_count_gini,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,in_degree_cv,out_degree_cv,n_trees_total_enum,n_trees_total_enum_log
0,1,g0000_cycle_chords_seed1,cycle_chords,cycle_chords,1,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0000_cycle_chords_seed1.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.216483072740315,4.257472945555104,0.6291518968851469,0.288888888888889,0.14930555555555558,0.0,1.85,0.30618621784789724,0.30618621784789724,18,1.255272505103306
33,1,g0033_cycle_chords_seed34,cycle_chords,cycle_chords,34,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0033_cycle_chords_seed34.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,4.774023323706115,4.766994383566755,0.6782446402451869,0.28,0.27500000000000013,0.0,2.0,0.5,0.30618621784789724,10,1.0
34,1,g0034_cycle_chords_seed35,cycle_chords,cycle_chords,35,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0034_cycle_chords_seed35.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.38833764713176,2.7416365204719937,0.4380098765596226,0.0,0.2041666666666666,0.0,1.75,0.30618621784789724,0.30618621784789724,15,1.1760912590556813
60,1,g0060_cycle_chords_seed62,cycle_chords,cycle_chords,62,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0060_cycle_chords_seed62.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.340758372938893,4.427577136319423,0.6461661361153171,0.34545454545454546,0.10227272727272729,0.0,1.9,0.5,0.30618621784789724,22,1.3424226808222062
67,1,g0067_cycle_chords_seed69,cycle_chords,cycle_chords,69,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0067_cycle_chords_seed69.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.155963923705366,3.9008909054061935,0.591163804748447,0.36363636363636376,0.28409090909090895,0.0,2.1,0.5,0.5,11,1.041392685158225
69,1,g0069_cycle_chords_seed71,cycle_chords,cycle_chords,71,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0069_cycle_chords_seed71.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.646105985217321,3.2159136525217824,0.5073043793995624,0.290909090909091,0.3295454545454546,0.0,2.0,0.30618621784789724,0.7499999999999999,11,1.041392685158225
77,1,g0077_cycle_chords_seed79,cycle_chords,cycle_chords,79,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0077_cycle_chords_seed79.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.798155143460317,4.390644309205861,0.6425282558686639,0.25263157894736854,0.21381578947368407,0.0,1.9,0.30618621784789724,0.5,19,1.2787536009528289
139,1,g0139_random_sc_seed48,random_sc,random_sc,48,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0139_random_sc_seed48.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.085796792125525,3.9371374087461843,0.5951805722245341,0.42500000000000004,0.17578125,0.0,2.0,0.7499999999999999,0.30618621784789724,16,1.2041199826559248
184,1,g0184_hub_spoke_seed1,hub_spoke,hub_spoke,1,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0184_hub_spoke_seed1.json,32,8,8.0,8,0.0,8,8.0,8,0.0,4,3.5386336544967523,2.23606797749979,0.34948500216800943,0.0,0.30000000000000004,0.0,1.6,0.7500000000000001,0.7500000000000001,5,0.6989700043360189
231,1,g0231_degree_balanced_seed60,degree_balanced,degree_balanced,60,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0231_degree_balanced_seed60.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,4.616812320607334,4.605811955365402,0.6633062027523402,0.22222222222222232,0.2777777777777777,0.0,2.0,0.30618621784789724,0.30618621784789724,9,0.9542425094393249
258,1,g0258_bottleneck_bridge_seed4,bottleneck_bridge,bottleneck_bridge,4,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0258_bottleneck_bridge_seed4.json,40,10,10.0,10,0.0,10,10.0,10,0.0,5,3.2308669854711405,3.5875737836342476,0.5548008417269108,0.1333333333333333,0.26041666666666674,0.0,2.0,0.30618621784789724,0.30618621784789724,6,0.7781512503836436
260,1,g0260_redundant_paths_seed1,redundant_paths,redundant_paths,1,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0260_redundant_paths_seed1.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,4.598099399407705,4.246264200204696,0.6280070122325688,0.290909090909091,0.22159090909090895,0.0,1.95,0.30618621784789724,0.30618621784789724,11,1.041392685158225
