idx,selected,topology_id,topology_name,family,seed,n_nodes,n_edges,p,edge_json,d_rel,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,rank_D,effective_rank_D,condition_number_D,condition_number_D_log,root_tree_count_gini,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,in_degree_cv,out_degree_cv,n_trees_total_enum,n_trees_total_enum_log
0,1,g0000_cycle_chords_seed1,cycle_chords,cycle_chords,1,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0000_cycle_chords_seed1.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.216483072740315,4.257472945555104,0.6291518968851469,0.288888888888889,0.14930555555555558,0.0,1.85,0.30618621784789724,0.30618621784789724,18,1.255272505103306
1,0,g0001_cycle_chords_seed2,cycle_chords,cycle_chords,2,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0001_cycle_chords_seed2.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.0857967921255245,3.9371374087461852,0.5951805722245342,0.42500000000000004,0.17578125,0.0,2.0,0.7500000000000001,0.30618621784789724,16,1.2041199826559248
2,0,g0002_cycle_chords_seed3,cycle_chords,cycle_chords,3,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0002_cycle_chords_seed3.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.278329419383668,4.303349549972073,0.6338066241347012,0.3400000000000001,0.11874999999999991,0.0,1.85,0.5,0.30618621784789724,20,1.3010299956639813
3,0,g0003_cycle_chords_seed4,cycle_chords,cycle_chords,4,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0003_cycle_chords_seed4.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.53046730866813,2.9238410869130473,0.4659537646769843,0.17142857142857149,0.13095238095238093,0.0,1.7,0.30618621784789724,0.30618621784789724,21,1.3222192947339193
4,0,g0004_cycle_chords_seed5,cycle_chords,cycle_chords,5,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0004_cycle_chords_seed5.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,4.908293241792545,4.484390354483576,0.6517034097702749,0.22857142857142865,0.1696428571428572,0.0,1.85,0.30618621784789724,0.30618621784789724,14,1.146128035678238
5,0,g0005_cycle_chords_seed6,cycle_chords,cycle_chords,6,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0005_cycle_chords_seed6.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.256126307072064,4.393524613005092,0.6428130637092506,0.16666666666666674,0.265625,0.0,1.9,0.30618621784789724,0.5,12,1.0791812460476249
6,0,g0006_cycle_chords_seed7,cycle_chords,cycle_chords,7,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0006_cycle_chords_seed7.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.071529189887718,4.305726997699037,0.634046490152703,0.18181818181818188,0.28409090909090895,0.0,1.95,0.30618621784789724,0.5,11,1.041392685158225
7,0,g0007_cycle_chords_seed8,cycle_chords,cycle_chords,8,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0007_cycle_chords_seed8.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.183328472135439,4.134355352774274,0.6164078020243317,0.3294117647058823,0.1691176470588236,0.0,1.85,0.30618621784789724,0.30618621784789724,17,1.2304489213782739
8,0,g0008_cycle_chords_seed9,cycle_chords,cycle_chords,9,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0008_cycle_chords_seed9.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.2011523194431275,3.8555568696632108,0.5860871133742132,0.36923076923076925,0.2596153846153846,0.0,1.95,0.5,0.5,13,1.1139433523068367
9,0,g0009_cycle_chords_seed10,cycle_chords,cycle_chords,10,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0009_cycle_chords_seed10.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.569681255734905,2.906442807348264,0.46336178137895884,0.17142857142857149,0.2544642857142858,0.0,1.75,0.30618621784789724,0.5,14,1.146128035678238
10,0,g0010_cycle_chords_seed11,cycle_chords,cycle_chords,11,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0010_cycle_chords_seed11.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.530467308668131,2.9238410869130464,0.46595376467698413,0.17142857142857149,0.13095238095238093,0.0,1.7,0.30618621784789724,0.30618621784789724,21,1.3222192947339193
11,0,g0011_cycle_chords_seed12,cycle_chords,cycle_chords,12,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0011_cycle_chords_seed12.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.2011523194431275,3.8555568696632108,0.5860871133742132,0.36923076923076925,0.2596153846153846,0.0,1.95,0.5,0.5,13,1.1139433523068367
12,0,g0012_cycle_chords_seed13,cycle_chords,cycle_chords,13,5,8,8,/home/aadarwal/repos/topology/ICL/results/expanded_hard_libraries/n5_m8_N3_D2/topologies/g0012_cycle_chords_seed13.json,56,14,14.0,14,0.0,14,14.0,14,0.0,7,5.437534383010123,3.2698824194161014,0.5145321362942731,0.17142857142857149,0.2589285714285714,0.0,1.8,0.30618621784789724,0.5,14,1.146128035678238
