run_dir,label,topology_name,physical_topology_name,input_mask_name,input_mask_family,input_mask_seed,seed,topology_seed,n_nodes,n_edges,p,raw_physical_parameter_count,input_coupled_parameter_count,input_coupled_edge_count,input_coupled_coord_count,input_parameter_density,input_edge_density,input_coord_density,input_edge_load_gini,input_coord_load_gini,n_req,d_rel,d_rel_minus_n_req,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_common_d_rel_source,comparison_branch_input_count_min,comparison_branch_input_count_mean,comparison_branch_input_count_max,comparison_branch_input_count_gini,comparison_branch_input_overlap_min,comparison_branch_input_overlap_mean,comparison_branch_input_overlap_max,comparison_branch_input_overlap_gini,comparison_branch_input_overlap_source,rank_D,effective_rank_D,condition_number_D,effective_rank_D_masked,condition_number_D_masked,root_tree_count_cv,root_tree_count_gini,edge_participation_var,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,train_acc_final,val_acc_final,icl_acc_final_eval,icl_acc_max_eval,icl_acc_mean_eval,iwl_acc_final_eval,test_in_dist,test_novel_classes,execution_time,capacity_n_nodes,capacity_n_edges,capacity_n_context,capacity_z_dim,capacity_p,capacity_d_rel,capacity_comparison_branch_common_d_rel_min,capacity_comparison_branch_common_d_rel_mean,capacity_support_fraction,capacity_support_min,capacity_support_mean,capacity_support_max,capacity_rank_mass_min,capacity_rank_mass_mean,capacity_rank_mass_max,capacity_rank_mass_gini,capacity_rank_dim_mass_min,capacity_rank_dim_mass_mean,capacity_rank_dim_mass_max,capacity_rank_dim_mass_gini,capacity_rank_nonzero_fraction,capacity_rank_weight_entropy,capacity_rank_weight_effective_entries,capacity_rooted_polytope_n_roots,capacity_rooted_polytope_common_rank_total,capacity_rooted_polytope_common_rank_mean,capacity_rooted_polytope_common_rank_max,capacity_rooted_polytope_supported_branch_dim_fraction,capacity_rooted_polytope_branch_root_support_min,capacity_rooted_polytope_branch_root_support_mean,capacity_rooted_polytope_branch_root_support_max,capacity_rooted_polytope_branch_root_support_gini,capacity_rooted_polytope_branch_best_rank_min,capacity_rooted_polytope_branch_best_rank_mean,capacity_rooted_polytope_branch_best_rank_max,capacity_rooted_polytope_branch_best_rank_gini,capacity_rooted_polytope_root_rank_mass_min,capacity_rooted_polytope_root_rank_mass_mean,capacity_rooted_polytope_root_rank_mass_max,capacity_rooted_polytope_root_rank_mass_gini,capacity_rooted_polytope_root_rank_mass_effective,capacity_oracle_test_accuracy,capacity_oracle_test_margin_mean,capacity_oracle_test_margin_p10,capacity_oracle_test_margin_finite_fraction,capacity_rank_weighted_oracle_test_accuracy,capacity_rank_weighted_oracle_test_margin_mean,capacity_rank_weighted_oracle_test_margin_p10,capacity_rank_weighted_oracle_test_margin_finite_fraction,capacity_linear_test_accuracy,capacity_linear_test_margin_mean,capacity_linear_test_margin_p10,capacity_linear_test_margin_finite_fraction,capacity_rank_weighted_linear_test_accuracy,capacity_rank_weighted_linear_test_margin_mean,capacity_rank_weighted_linear_test_margin_p10,capacity_rank_weighted_linear_test_margin_finite_fraction,capacity_linear_weight_norm,capacity_weighted_linear_weight_norm,capacity_tropical_feature_trials,capacity_tropical_feature_mode,capacity_tropical_projection_radius,capacity_tropical_edge_bias_scale,capacity_tropical_linear_train_accuracy_mean,capacity_tropical_linear_train_accuracy_max,capacity_tropical_linear_train_accuracy_std,capacity_tropical_linear_test_accuracy_mean,capacity_tropical_linear_test_accuracy_max,capacity_tropical_linear_test_accuracy_std,capacity_tropical_linear_test_margin_p10_mean,capacity_tropical_linear_test_margin_p10_max,capacity_tropical_linear_test_margin_p10_std,capacity_tropical_root_feature_effective_rank_mean,capacity_tropical_root_feature_effective_rank_max,capacity_tropical_root_feature_effective_rank_std,capacity_tropical_root_feature_variance_mean,capacity_tropical_root_feature_variance_max,capacity_tropical_root_feature_variance_std,capacity_normal_fan_trials,capacity_normal_fan_branch_root_nmi_mean,capacity_normal_fan_branch_root_nmi_max,capacity_normal_fan_branch_root_nmi_std,capacity_normal_fan_branch_tree_nmi_mean,capacity_normal_fan_branch_tree_nmi_max,capacity_normal_fan_branch_tree_nmi_std,capacity_normal_fan_active_root_count_mean,capacity_normal_fan_active_root_count_max,capacity_normal_fan_active_root_count_std,capacity_normal_fan_active_tree_count_mean,capacity_normal_fan_active_tree_count_max,capacity_normal_fan_active_tree_count_std,capacity_normal_fan_branch_active_tree_count_min_mean,capacity_normal_fan_branch_active_tree_count_min_max,capacity_normal_fan_branch_active_tree_count_min_std
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0082_cycle_chords_seed83_trainseed4,g0082_cycle_chords_seed83_trainseed4,cycle_chords_n5_m12_seed83,cycle_chords_n5_m12_seed83,full,,4,4,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,8.229266214850508,4.935847223049586,65.83412971880412,4.935847223049586,0.5062114182829146,0.27,0.03732638888888889,0.3166666666666669,0.0,1.4,84.02,85.6,87.0,87.0,75.75,2.0,84.8,84.2,14.261738538742065,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,120.0,4.0,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,12.0,24.0,36.0,0.19999999999999996,4.6855322715632255,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.407,0.454,0.03119294792096445,0.3968333333333333,0.454,0.03370913163455201,-0.13705524895618218,-0.06484276209207922,0.048864093904414124,3.2698923876311325,3.7234419473065365,0.2737644036708641,0.0845954885478497,0.10503944006079532,0.013482060763697738,12,0.019351381968626978,0.037923172739418406,0.010647769528638277,0.06925899088435263,0.0951280929078857,0.014532915143044967,5.0,5.0,0.0,35.833333333333336,39.0,1.7716909687891083,28.833333333333332,32.0,2.153807997220014
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0082_cycle_chords_seed83_trainseed5,g0082_cycle_chords_seed83_trainseed5,cycle_chords_n5_m12_seed83,cycle_chords_n5_m12_seed83,full,,5,5,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,8.229266214850508,4.935847223049586,65.83412971880412,4.935847223049586,0.5062114182829146,0.27,0.03732638888888889,0.3166666666666669,0.0,1.4,92.2,91.3,92.0,92.0,86.2,2.0,91.2,90.4,14.329375505447388,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,120.0,4.0,6.0,1.0,5.0,5.0,5.0,0.0,12.0,12.0,12.0,0.0,12.0,24.0,36.0,0.19999999999999996,4.6855322715632255,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.407,0.454,0.03119294792096445,0.3968333333333333,0.454,0.03370913163455201,-0.13705524895618218,-0.06484276209207922,0.048864093904414124,3.2698923876311325,3.7234419473065365,0.2737644036708641,0.0845954885478497,0.10503944006079532,0.013482060763697738,12,0.019351381968626978,0.037923172739418406,0.010647769528638277,0.06925899088435263,0.0951280929078857,0.014532915143044967,5.0,5.0,0.0,35.833333333333336,39.0,1.7716909687891083,28.833333333333332,32.0,2.153807997220014
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0085_cycle_chords_seed86_trainseed1,g0085_cycle_chords_seed86_trainseed1,cycle_chords_n5_m12_seed86,cycle_chords_n5_m12_seed86,full,,1,1,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,7.814830948961455,9.874634435020187,62.51864759169165,9.874634435020187,0.6660897157436482,0.3686274509803922,0.013520440856080998,0.17892156862745145,0.0,1.6,78.36,77.5,75.0,78.0,72.6,2.5,77.4,74.8,14.357349872589111,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,126.0,4.2,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,25.2,42.0,0.32380952380952377,3.833623075746253,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41808333333333336,0.456,0.026590908011741323,0.3985,0.457,0.029485872323312172,-0.12816325624059924,-0.06390064222011684,0.04604737514507161,3.0169330841655224,3.4490800973850826,0.3734259862377045,0.16012942034716277,0.23624064730565447,0.03487543680411167,12,0.015469370460946466,0.037497232110632946,0.009682792313202149,0.08304915696480347,0.10755868408083176,0.01516229348031776,4.75,5.0,0.4330127018922193,45.333333333333336,50.0,2.2852182001336816,34.666666666666664,38.0,1.7950549357115015
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0085_cycle_chords_seed86_trainseed2,g0085_cycle_chords_seed86_trainseed2,cycle_chords_n5_m12_seed86,cycle_chords_n5_m12_seed86,full,,2,2,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,7.814830948961455,9.874634435020187,62.51864759169165,9.874634435020187,0.6660897157436482,0.3686274509803922,0.013520440856080998,0.17892156862745145,0.0,1.6,82.06,79.7,85.0,85.0,73.7,1.5,83.2,83.4,14.91209602355957,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,126.0,4.2,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,25.2,42.0,0.32380952380952377,3.833623075746253,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41808333333333336,0.456,0.026590908011741323,0.3985,0.457,0.029485872323312172,-0.12816325624059924,-0.06390064222011684,0.04604737514507161,3.0169330841655224,3.4490800973850826,0.3734259862377045,0.16012942034716277,0.23624064730565447,0.03487543680411167,12,0.015469370460946466,0.037497232110632946,0.009682792313202149,0.08304915696480347,0.10755868408083176,0.01516229348031776,4.75,5.0,0.4330127018922193,45.333333333333336,50.0,2.2852182001336816,34.666666666666664,38.0,1.7950549357115015
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0085_cycle_chords_seed86_trainseed3,g0085_cycle_chords_seed86_trainseed3,cycle_chords_n5_m12_seed86,cycle_chords_n5_m12_seed86,full,,3,3,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,7.814830948961455,9.874634435020187,62.51864759169165,9.874634435020187,0.6660897157436482,0.3686274509803922,0.013520440856080998,0.17892156862745145,0.0,1.6,79.38,78.3,74.5,74.5,70.45,3.5,79.0,80.8,22.79670810699463,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,126.0,4.2,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,25.2,42.0,0.32380952380952377,3.833623075746253,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41808333333333336,0.456,0.026590908011741323,0.3985,0.457,0.029485872323312172,-0.12816325624059924,-0.06390064222011684,0.04604737514507161,3.0169330841655224,3.4490800973850826,0.3734259862377045,0.16012942034716277,0.23624064730565447,0.03487543680411167,12,0.015469370460946466,0.037497232110632946,0.009682792313202149,0.08304915696480347,0.10755868408083176,0.01516229348031776,4.75,5.0,0.4330127018922193,45.333333333333336,50.0,2.2852182001336816,34.666666666666664,38.0,1.7950549357115015
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0085_cycle_chords_seed86_trainseed4,g0085_cycle_chords_seed86_trainseed4,cycle_chords_n5_m12_seed86,cycle_chords_n5_m12_seed86,full,,4,4,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,7.814830948961455,9.874634435020187,62.51864759169165,9.874634435020187,0.6660897157436482,0.3686274509803922,0.013520440856080998,0.17892156862745145,0.0,1.6,74.86,74.5,72.0,72.0,68.85,1.5,75.8,78.2,14.804553270339966,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,126.0,4.2,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,25.2,42.0,0.32380952380952377,3.833623075746253,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41808333333333336,0.456,0.026590908011741323,0.3985,0.457,0.029485872323312172,-0.12816325624059924,-0.06390064222011684,0.04604737514507161,3.0169330841655224,3.4490800973850826,0.3734259862377045,0.16012942034716277,0.23624064730565447,0.03487543680411167,12,0.015469370460946466,0.037497232110632946,0.009682792313202149,0.08304915696480347,0.10755868408083176,0.01516229348031776,4.75,5.0,0.4330127018922193,45.333333333333336,50.0,2.2852182001336816,34.666666666666664,38.0,1.7950549357115015
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0085_cycle_chords_seed86_trainseed5,g0085_cycle_chords_seed86_trainseed5,cycle_chords_n5_m12_seed86,cycle_chords_n5_m12_seed86,full,,5,5,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,7.814830948961455,9.874634435020187,62.51864759169165,9.874634435020187,0.6660897157436482,0.3686274509803922,0.013520440856080998,0.17892156862745145,0.0,1.6,82.44,81.9,84.5,84.5,73.6,1.5,84.4,80.8,14.932624101638794,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,126.0,4.2,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,25.2,42.0,0.32380952380952377,3.833623075746253,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41808333333333336,0.456,0.026590908011741323,0.3985,0.457,0.029485872323312172,-0.12816325624059924,-0.06390064222011684,0.04604737514507161,3.0169330841655224,3.4490800973850826,0.3734259862377045,0.16012942034716277,0.23624064730565447,0.03487543680411167,12,0.015469370460946466,0.037497232110632946,0.009682792313202149,0.08304915696480347,0.10755868408083176,0.01516229348031776,4.75,5.0,0.4330127018922193,45.333333333333336,50.0,2.2852182001336816,34.666666666666664,38.0,1.7950549357115015
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0097_random_sc_seed2_trainseed1,g0097_random_sc_seed2_trainseed1,random_sc_n5_m12_seed2,random_sc_n5_m12_seed2,full,,1,1,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,8.177038058040269,8.131457681291458,65.4163044643222,8.131457681291458,0.9341084486021951,0.5062500000000001,0.01108127170138889,0.173828125,0.0,1.6,84.24,84.5,89.5,89.5,78.5,5.0,84.0,84.2,14.97838020324707,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,108.0,3.6,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,21.6,42.0,0.4222222222222223,3.4154537440980675,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.4045833333333333,0.45,0.025031507922793805,0.3830833333333334,0.433,0.026424289121101355,-0.1632700783417608,-0.11285592525382998,0.03583749238780945,2.8784934167456036,3.683058587854075,0.3328333090770973,0.18587936079995068,0.21573797783584445,0.018909485909902154,12,0.01976671435601308,0.034099572722378096,0.010060376212009555,0.08500966786594256,0.1198953109785874,0.01903417711922198,4.916666666666667,5.0,0.27638539919628335,55.666666666666664,62.0,3.2744804507314167,41.583333333333336,46.0,2.596739408480481
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0097_random_sc_seed2_trainseed2,g0097_random_sc_seed2_trainseed2,random_sc_n5_m12_seed2,random_sc_n5_m12_seed2,full,,2,2,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,8.177038058040269,8.131457681291458,65.4163044643222,8.131457681291458,0.9341084486021951,0.5062500000000001,0.01108127170138889,0.173828125,0.0,1.6,85.0,84.7,89.0,89.0,78.2,2.0,83.2,84.6,14.789023876190186,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,108.0,3.6,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,21.6,42.0,0.4222222222222223,3.4154537440980675,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.4045833333333333,0.45,0.025031507922793805,0.3830833333333334,0.433,0.026424289121101355,-0.1632700783417608,-0.11285592525382998,0.03583749238780945,2.8784934167456036,3.683058587854075,0.3328333090770973,0.18587936079995068,0.21573797783584445,0.018909485909902154,12,0.01976671435601308,0.034099572722378096,0.010060376212009555,0.08500966786594256,0.1198953109785874,0.01903417711922198,4.916666666666667,5.0,0.27638539919628335,55.666666666666664,62.0,3.2744804507314167,41.583333333333336,46.0,2.596739408480481
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0097_random_sc_seed2_trainseed3,g0097_random_sc_seed2_trainseed3,random_sc_n5_m12_seed2,random_sc_n5_m12_seed2,full,,3,3,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,8.177038058040269,8.131457681291458,65.4163044643222,8.131457681291458,0.9341084486021951,0.5062500000000001,0.01108127170138889,0.173828125,0.0,1.6,83.96,81.9,86.0,86.0,78.1,4.0,82.8,84.2,15.217998743057251,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,108.0,3.6,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,21.6,42.0,0.4222222222222223,3.4154537440980675,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.4045833333333333,0.45,0.025031507922793805,0.3830833333333334,0.433,0.026424289121101355,-0.1632700783417608,-0.11285592525382998,0.03583749238780945,2.8784934167456036,3.683058587854075,0.3328333090770973,0.18587936079995068,0.21573797783584445,0.018909485909902154,12,0.01976671435601308,0.034099572722378096,0.010060376212009555,0.08500966786594256,0.1198953109785874,0.01903417711922198,4.916666666666667,5.0,0.27638539919628335,55.666666666666664,62.0,3.2744804507314167,41.583333333333336,46.0,2.596739408480481
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0097_random_sc_seed2_trainseed4,g0097_random_sc_seed2_trainseed4,random_sc_n5_m12_seed2,random_sc_n5_m12_seed2,full,,4,4,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,8.177038058040269,8.131457681291458,65.4163044643222,8.131457681291458,0.9341084486021951,0.5062500000000001,0.01108127170138889,0.173828125,0.0,1.6,91.4,90.2,93.5,93.5,82.15,2.0,90.4,90.8,14.76485013961792,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,108.0,3.6,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,21.6,42.0,0.4222222222222223,3.4154537440980675,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.4045833333333333,0.45,0.025031507922793805,0.3830833333333334,0.433,0.026424289121101355,-0.1632700783417608,-0.11285592525382998,0.03583749238780945,2.8784934167456036,3.683058587854075,0.3328333090770973,0.18587936079995068,0.21573797783584445,0.018909485909902154,12,0.01976671435601308,0.034099572722378096,0.010060376212009555,0.08500966786594256,0.1198953109785874,0.01903417711922198,4.916666666666667,5.0,0.27638539919628335,55.666666666666664,62.0,3.2744804507314167,41.583333333333336,46.0,2.596739408480481
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0097_random_sc_seed2_trainseed5,g0097_random_sc_seed2_trainseed5,random_sc_n5_m12_seed2,random_sc_n5_m12_seed2,full,,5,5,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,8.177038058040269,8.131457681291458,65.4163044643222,8.131457681291458,0.9341084486021951,0.5062500000000001,0.01108127170138889,0.173828125,0.0,1.6,81.74,82.5,84.0,84.0,75.25,2.5,80.2,81.2,16.21628451347351,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,108.0,3.6,7.0,1.0,4.0,4.0,4.0,0.0,14.0,14.0,14.0,0.0,0.0,21.6,42.0,0.4222222222222223,3.4154537440980675,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.4045833333333333,0.45,0.025031507922793805,0.3830833333333334,0.433,0.026424289121101355,-0.1632700783417608,-0.11285592525382998,0.03583749238780945,2.8784934167456036,3.683058587854075,0.3328333090770973,0.18587936079995068,0.21573797783584445,0.018909485909902154,12,0.01976671435601308,0.034099572722378096,0.010060376212009555,0.08500966786594256,0.1198953109785874,0.01903417711922198,4.916666666666667,5.0,0.27638539919628335,55.666666666666664,62.0,3.2744804507314167,41.583333333333336,46.0,2.596739408480481
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m12_N3_D2/g0187_random_sc_seed92_trainseed1,g0187_random_sc_seed92_trainseed1,random_sc_n5_m12_seed92,random_sc_n5_m12_seed92,full,,1,1,0,5,12,8,96,96,12,8,1.0,1.0,1.0,0.0,0.0,48,88,40,22,22.0,22,0.0,22,22.0,22,0.0,artifact,24,24.0,24,0.0,24,24.0,24,0.0,artifact,11,9.084968325580327,3.619948864182048,72.67974660464266,3.619948864182048,0.5098241215562822,0.2714285714285716,0.010393046107331822,0.1517857142857142,0.0,1.45,89.04,89.1,88.5,88.5,77.65,5.0,89.8,85.4,16.274781942367554,5,12,3,2,8,88,22,22.0,1.0,2,2.0,2,22.0,22.0,22.0,0.0,33.0,33.0,33.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,168.0,5.6,7.0,1.0,5.0,5.0,5.0,0.0,14.0,14.0,14.0,0.0,30.0,33.6,42.0,0.0714285714285714,4.950950773339135,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.4121666666666666,0.443,0.016369857122840812,0.39408333333333334,0.431,0.02271364616749636,-0.13496969769530234,-0.08936568529577979,0.04235677505268328,3.4097434241235955,3.7989920515881446,0.23421484394539674,0.07009927916344089,0.0856230106136015,0.00990502211091635,12,0.016325755081604054,0.04214717089301744,0.009490363333869687,0.09920432140464851,0.12388369476634589,0.016298683373569076,5.0,5.0,0.0,68.41666666666667,74.0,2.9285472318009296,47.5,51.0,2.3979157616563596
