run_dir,label,topology_name,physical_topology_name,input_mask_name,input_mask_family,input_mask_seed,seed,topology_seed,n_nodes,n_edges,p,raw_physical_parameter_count,input_coupled_parameter_count,input_coupled_edge_count,input_coupled_coord_count,input_parameter_density,input_edge_density,input_coord_density,input_edge_load_gini,input_coord_load_gini,n_req,d_rel,d_rel_minus_n_req,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_common_d_rel_source,comparison_branch_input_count_min,comparison_branch_input_count_mean,comparison_branch_input_count_max,comparison_branch_input_count_gini,comparison_branch_input_overlap_min,comparison_branch_input_overlap_mean,comparison_branch_input_overlap_max,comparison_branch_input_overlap_gini,comparison_branch_input_overlap_source,rank_D,effective_rank_D,condition_number_D,effective_rank_D_masked,condition_number_D_masked,root_tree_count_cv,root_tree_count_gini,edge_participation_var,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,train_acc_final,val_acc_final,icl_acc_final_eval,icl_acc_max_eval,icl_acc_mean_eval,iwl_acc_final_eval,test_in_dist,test_novel_classes,execution_time,capacity_n_nodes,capacity_n_edges,capacity_n_context,capacity_z_dim,capacity_p,capacity_d_rel,capacity_comparison_branch_common_d_rel_min,capacity_comparison_branch_common_d_rel_mean,capacity_support_fraction,capacity_support_min,capacity_support_mean,capacity_support_max,capacity_rank_mass_min,capacity_rank_mass_mean,capacity_rank_mass_max,capacity_rank_mass_gini,capacity_rank_dim_mass_min,capacity_rank_dim_mass_mean,capacity_rank_dim_mass_max,capacity_rank_dim_mass_gini,capacity_rank_nonzero_fraction,capacity_rank_weight_entropy,capacity_rank_weight_effective_entries,capacity_rooted_polytope_n_roots,capacity_rooted_polytope_common_rank_total,capacity_rooted_polytope_common_rank_mean,capacity_rooted_polytope_common_rank_max,capacity_rooted_polytope_supported_branch_dim_fraction,capacity_rooted_polytope_branch_root_support_min,capacity_rooted_polytope_branch_root_support_mean,capacity_rooted_polytope_branch_root_support_max,capacity_rooted_polytope_branch_root_support_gini,capacity_rooted_polytope_branch_best_rank_min,capacity_rooted_polytope_branch_best_rank_mean,capacity_rooted_polytope_branch_best_rank_max,capacity_rooted_polytope_branch_best_rank_gini,capacity_rooted_polytope_root_rank_mass_min,capacity_rooted_polytope_root_rank_mass_mean,capacity_rooted_polytope_root_rank_mass_max,capacity_rooted_polytope_root_rank_mass_gini,capacity_rooted_polytope_root_rank_mass_effective,capacity_oracle_test_accuracy,capacity_oracle_test_margin_mean,capacity_oracle_test_margin_p10,capacity_oracle_test_margin_finite_fraction,capacity_rank_weighted_oracle_test_accuracy,capacity_rank_weighted_oracle_test_margin_mean,capacity_rank_weighted_oracle_test_margin_p10,capacity_rank_weighted_oracle_test_margin_finite_fraction,capacity_linear_test_accuracy,capacity_linear_test_margin_mean,capacity_linear_test_margin_p10,capacity_linear_test_margin_finite_fraction,capacity_rank_weighted_linear_test_accuracy,capacity_rank_weighted_linear_test_margin_mean,capacity_rank_weighted_linear_test_margin_p10,capacity_rank_weighted_linear_test_margin_finite_fraction,capacity_linear_weight_norm,capacity_weighted_linear_weight_norm,capacity_tropical_feature_trials,capacity_tropical_feature_mode,capacity_tropical_projection_radius,capacity_tropical_edge_bias_scale,capacity_tropical_linear_train_accuracy_mean,capacity_tropical_linear_train_accuracy_max,capacity_tropical_linear_train_accuracy_std,capacity_tropical_linear_test_accuracy_mean,capacity_tropical_linear_test_accuracy_max,capacity_tropical_linear_test_accuracy_std,capacity_tropical_linear_test_margin_p10_mean,capacity_tropical_linear_test_margin_p10_max,capacity_tropical_linear_test_margin_p10_std,capacity_tropical_root_feature_effective_rank_mean,capacity_tropical_root_feature_effective_rank_max,capacity_tropical_root_feature_effective_rank_std,capacity_tropical_root_feature_variance_mean,capacity_tropical_root_feature_variance_max,capacity_tropical_root_feature_variance_std
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed1,g0000_cycle_chords_seed1_trainseed1,cycle_chords_n5_m8_seed1,cycle_chords_n5_m8_seed1,full,,1,1,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,5.216483072740315,4.257472945555104,41.73186458192253,4.257472945555104,0.5152010275275392,0.288888888888889,0.017746913580246916,0.14930555555555558,0.0,1.85,69.26,66.9,68.5,68.5,63.05,3.5,66.6,66.2,14.567989110946655,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,54.0,1.8,3.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,6.0,0.0,0.0,10.8,18.0,0.3555555555555556,3.709079297755367,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41558333333333336,0.467,0.02346081248001063,0.39758333333333334,0.437,0.02862533357399041,-0.17084505746155676,-0.11290393194836358,0.03415309369592014,2.967364736195318,3.841553171292675,0.42852174119412384,0.185408905078161,0.22886784447880504,0.03121363315044547
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed2,g0000_cycle_chords_seed1_trainseed2,cycle_chords_n5_m8_seed1,cycle_chords_n5_m8_seed1,full,,2,2,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,5.216483072740315,4.257472945555104,41.73186458192253,4.257472945555104,0.5152010275275392,0.288888888888889,0.017746913580246916,0.14930555555555558,0.0,1.85,77.7,79.5,75.0,79.0,71.05,2.0,76.8,75.2,14.739345073699951,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,54.0,1.8,3.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,6.0,0.0,0.0,10.8,18.0,0.3555555555555556,3.709079297755367,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41558333333333336,0.467,0.02346081248001063,0.39758333333333334,0.437,0.02862533357399041,-0.17084505746155676,-0.11290393194836358,0.03415309369592014,2.967364736195318,3.841553171292675,0.42852174119412384,0.185408905078161,0.22886784447880504,0.03121363315044547
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed3,g0000_cycle_chords_seed1_trainseed3,cycle_chords_n5_m8_seed1,cycle_chords_n5_m8_seed1,full,,3,3,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,5.216483072740315,4.257472945555104,41.73186458192253,4.257472945555104,0.5152010275275392,0.288888888888889,0.017746913580246916,0.14930555555555558,0.0,1.85,86.6,87.4,88.5,88.5,75.15,4.0,85.0,88.2,15.327650308609009,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,54.0,1.8,3.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,6.0,0.0,0.0,10.8,18.0,0.3555555555555556,3.709079297755367,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41558333333333336,0.467,0.02346081248001063,0.39758333333333334,0.437,0.02862533357399041,-0.17084505746155676,-0.11290393194836358,0.03415309369592014,2.967364736195318,3.841553171292675,0.42852174119412384,0.185408905078161,0.22886784447880504,0.03121363315044547
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed4,g0000_cycle_chords_seed1_trainseed4,cycle_chords_n5_m8_seed1,cycle_chords_n5_m8_seed1,full,,4,4,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,5.216483072740315,4.257472945555104,41.73186458192253,4.257472945555104,0.5152010275275392,0.288888888888889,0.017746913580246916,0.14930555555555558,0.0,1.85,76.5,77.1,72.0,77.5,72.55,2.5,79.2,78.6,15.32436466217041,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,54.0,1.8,3.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,6.0,0.0,0.0,10.8,18.0,0.3555555555555556,3.709079297755367,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41558333333333336,0.467,0.02346081248001063,0.39758333333333334,0.437,0.02862533357399041,-0.17084505746155676,-0.11290393194836358,0.03415309369592014,2.967364736195318,3.841553171292675,0.42852174119412384,0.185408905078161,0.22886784447880504,0.03121363315044547
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0000_cycle_chords_seed1_trainseed5,g0000_cycle_chords_seed1_trainseed5,cycle_chords_n5_m8_seed1,cycle_chords_n5_m8_seed1,full,,5,5,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,5.216483072740315,4.257472945555104,41.73186458192253,4.257472945555104,0.5152010275275392,0.288888888888889,0.017746913580246916,0.14930555555555558,0.0,1.85,81.02,79.0,83.0,83.0,77.6,3.5,79.4,80.8,14.886283159255981,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,54.0,1.8,3.0,1.0,4.0,4.0,4.0,0.0,6.0,6.0,6.0,0.0,0.0,10.8,18.0,0.3555555555555556,3.709079297755367,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41558333333333336,0.467,0.02346081248001063,0.39758333333333334,0.437,0.02862533357399041,-0.17084505746155676,-0.11290393194836358,0.03415309369592014,2.967364736195318,3.841553171292675,0.42852174119412384,0.185408905078161,0.22886784447880504,0.03121363315044547
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed1,g0033_cycle_chords_seed34_trainseed1,cycle_chords_n5_m8_seed34,cycle_chords_n5_m8_seed34,full,,1,1,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,4.774023323706115,4.766994383566755,38.192186589648905,4.766994383566755,0.5477225575051661,0.28,0.0625,0.27500000000000013,0.0,2.0,80.24,76.3,77.5,77.5,72.95,4.5,79.4,80.2,15.142300844192505,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,24.0,0.8,2.0,1.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,4.8,12.0,0.5,2.82842712474619,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41791666666666655,0.467,0.03049715378340886,0.3981666666666667,0.43,0.024989442215108005,-0.1906271409307593,-0.11738220369512502,0.04564601346997576,3.019358962983624,3.415555153958538,0.2578754196482842,0.1674551582787599,0.25300675854963167,0.03750992477252335
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed2,g0033_cycle_chords_seed34_trainseed2,cycle_chords_n5_m8_seed34,cycle_chords_n5_m8_seed34,full,,2,2,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,4.774023323706115,4.766994383566755,38.192186589648905,4.766994383566755,0.5477225575051661,0.28,0.0625,0.27500000000000013,0.0,2.0,65.84,64.9,59.0,68.0,63.15,2.5,64.8,62.0,14.834737777709961,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,24.0,0.8,2.0,1.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,4.8,12.0,0.5,2.82842712474619,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41791666666666655,0.467,0.03049715378340886,0.3981666666666667,0.43,0.024989442215108005,-0.1906271409307593,-0.11738220369512502,0.04564601346997576,3.019358962983624,3.415555153958538,0.2578754196482842,0.1674551582787599,0.25300675854963167,0.03750992477252335
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed3,g0033_cycle_chords_seed34_trainseed3,cycle_chords_n5_m8_seed34,cycle_chords_n5_m8_seed34,full,,3,3,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,4.774023323706115,4.766994383566755,38.192186589648905,4.766994383566755,0.5477225575051661,0.28,0.0625,0.27500000000000013,0.0,2.0,65.96,67.6,64.5,68.0,62.65,2.0,66.8,66.4,14.941282987594604,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,24.0,0.8,2.0,1.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,4.8,12.0,0.5,2.82842712474619,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41791666666666655,0.467,0.03049715378340886,0.3981666666666667,0.43,0.024989442215108005,-0.1906271409307593,-0.11738220369512502,0.04564601346997576,3.019358962983624,3.415555153958538,0.2578754196482842,0.1674551582787599,0.25300675854963167,0.03750992477252335
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed4,g0033_cycle_chords_seed34_trainseed4,cycle_chords_n5_m8_seed34,cycle_chords_n5_m8_seed34,full,,4,4,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,4.774023323706115,4.766994383566755,38.192186589648905,4.766994383566755,0.5477225575051661,0.28,0.0625,0.27500000000000013,0.0,2.0,82.76,82.7,83.5,83.5,77.55,2.5,80.0,81.6,14.701491832733154,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,24.0,0.8,2.0,1.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,4.8,12.0,0.5,2.82842712474619,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41791666666666655,0.467,0.03049715378340886,0.3981666666666667,0.43,0.024989442215108005,-0.1906271409307593,-0.11738220369512502,0.04564601346997576,3.019358962983624,3.415555153958538,0.2578754196482842,0.1674551582787599,0.25300675854963167,0.03750992477252335
/home/aadarwal/repos/topology/ICL/results/expanded_hard_sweeps/n5_m8_N3_D2/g0033_cycle_chords_seed34_trainseed5,g0033_cycle_chords_seed34_trainseed5,cycle_chords_n5_m8_seed34,cycle_chords_n5_m8_seed34,full,,5,5,0,5,8,8,64,64,8,8,1.0,1.0,1.0,0.0,0.0,48,56,8,14,14.0,14,0.0,14,14.0,14,0.0,artifact,16,16.0,16,0.0,16,16.0,16,0.0,artifact,7,4.774023323706115,4.766994383566755,38.192186589648905,4.766994383566755,0.5477225575051661,0.28,0.0625,0.27500000000000013,0.0,2.0,77.6,76.5,76.0,83.0,74.0,2.5,75.0,77.0,14.19987678527832,5,8,3,2,8,56,14,14.0,1.0,2,2.0,2,14.0,14.0,14.0,0.0,21.0,21.0,21.0,0.0,1.0,1.7917594692280547,5.999999999999998,5,24.0,0.8,2.0,1.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,4.8,12.0,0.5,2.82842712474619,1.0,2.281563216769485,0.2523719487138202,1.0,1.0,2.281563216769485,0.2523719487138202,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.877,0.31541473684473703,-0.019362166200501116,1.0,0.28367525570667673,0.28367525570667673,12,max,1.0,0.0,0.41791666666666655,0.467,0.03049715378340886,0.3981666666666667,0.43,0.024989442215108005,-0.1906271409307593,-0.11738220369512502,0.04564601346997576,3.019358962983624,3.415555153958538,0.2578754196482842,0.1674551582787599,0.25300675854963167,0.03750992477252335
