idx,selected,topology_id,topology_name,family,control_kind,seed,source_topology_id,source_topology_name,source_edge_json,source_n_edges,source_d_rel,source_effective_rank_D,source_root_tree_count_gini,source_edge_participation_gini,match_score,n_nodes,n_edges,p,edge_json,d_rel,comparison_branch_common_d_rel_min,comparison_branch_common_d_rel_mean,comparison_branch_common_d_rel_max,comparison_branch_common_d_rel_gini,comparison_branch_d_rel_min,comparison_branch_d_rel_mean,comparison_branch_d_rel_max,comparison_branch_d_rel_gini,rank_D,effective_rank_D,condition_number_D,root_tree_count_gini,edge_participation_gini,bottleneck_edge_fraction_095,mean_shortest_path,in_degree_cv,out_degree_cv,n_trees_total_enum
1165,1,ctrl1165_random_sc_for_ess0037_input_ablation_loss_m9,matched_control_random_sc_for_ess0037_input_ablation_loss_m9_seed1001102,matched_motif_control,random_sc,1001102,ess0037_input_ablation_loss_m9,essential_input_ablation_loss_n6_m9_0037,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0037_input_ablation_loss_m9.json,9.0,160.0,5.834514483006279,0.3055555555555556,0.15740740740740766,0.0036418918544707363,6,9,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1165_random_sc_for_ess0037_input_ablation_loss_m9.json,160,32,32.0,32,0.0,32,32.0,32,0.0,8,5.863933472159655,4.820580507671988,0.3205128205128205,0.15555555555555567,0.0,2.3333333333333335,0.5091750772173156,0.3333333333333333,26
1259,1,ctrl1259_degree_rewire_for_ess0037_input_ablation_loss_m9,matched_control_degree_rewire_for_ess0037_input_ablation_loss_m9_seed1002456,matched_motif_control,degree_rewire,1002456,ess0037_input_ablation_loss_m9,essential_input_ablation_loss_n6_m9_0037,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0037_input_ablation_loss_m9.json,9.0,160.0,5.834514483006279,0.3055555555555556,0.15740740740740766,0.00253205875349645,6,9,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1259_degree_rewire_for_ess0037_input_ablation_loss_m9.json,160,32,32.0,32,0.0,32,32.0,32,0.0,8,5.874749622924812,4.991760058761784,0.2999999999999998,0.15466666666666673,0.0,2.1666666666666665,0.5091750772173156,0.3333333333333333,25
1298,1,ctrl1298_random_sc_for_ess0044_input_ablation_loss_m13,matched_control_random_sc_for_ess0044_input_ablation_loss_m13_seed1101629,matched_motif_control,random_sc,1101629,ess0044_input_ablation_loss_m13,essential_input_ablation_loss_n6_m13_0044,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0044_input_ablation_loss_m13.json,13.0,240.0,9.043284344995671,0.34365781710914445,0.16746085772634456,0.00723339959439144,6,13,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1298_random_sc_for_ess0044_input_ablation_loss_m13.json,240,48,48.0,48,0.0,48,48.0,48,0.0,12,8.829011858932454,8.005216414021174,0.3442028985507246,0.18662207357859528,0.0,1.8,0.41424344670265417,0.31716197120135853,92
1347,1,ctrl1347_degree_rewire_for_ess0044_input_ablation_loss_m13,matched_control_degree_rewire_for_ess0044_input_ablation_loss_m13_seed1101793,matched_motif_control,degree_rewire,1101793,ess0044_input_ablation_loss_m13,essential_input_ablation_loss_n6_m13_0044,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0044_input_ablation_loss_m13.json,13.0,240.0,9.043284344995671,0.34365781710914445,0.16746085772634456,0.003234877705873192,6,13,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1347_degree_rewire_for_ess0044_input_ablation_loss_m13.json,240,48,48.0,48,0.0,48,48.0,48,0.0,12,9.002481824324478,7.398506616332985,0.3421052631578947,0.15411605937921724,0.0,1.8333333333333333,0.41424344670265417,0.31716197120135853,114
1425,1,ctrl1425_random_sc_for_ess0048_input_ablation_loss_m13,matched_control_random_sc_for_ess0048_input_ablation_loss_m13_seed1201612,matched_motif_control,random_sc,1201612,ess0048_input_ablation_loss_m13,essential_input_ablation_loss_n6_m13_0048,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0048_input_ablation_loss_m13.json,13.0,240.0,8.446110701968484,0.375,0.23516483516483522,0.008836367384066702,6,13,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1425_random_sc_for_ess0048_input_ablation_loss_m13.json,240,48,48.0,48,0.0,48,48.0,48,0.0,12,8.457594689884521,8.203063832135635,0.4259259259259258,0.2358974358974364,0.0,1.8666666666666667,0.49254801826406536,0.41424344670265417,72
1491,1,ctrl1491_degree_rewire_for_ess0048_input_ablation_loss_m13,matched_control_degree_rewire_for_ess0048_input_ablation_loss_m13_seed1202065,matched_motif_control,degree_rewire,1202065,ess0048_input_ablation_loss_m13,essential_input_ablation_loss_n6_m13_0048,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0048_input_ablation_loss_m13.json,13.0,240.0,8.446110701968484,0.375,0.23516483516483522,0.011203019027181245,6,13,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1491_degree_rewire_for_ess0048_input_ablation_loss_m13.json,240,48,48.0,48,0.0,48,48.0,48,0.0,12,8.772370196067607,7.1434809818650145,0.39523809523809517,0.22681318681318663,0.0,1.8333333333333333,0.49254801826406536,0.41424344670265417,70
1529,1,ctrl1529_random_sc_for_ess0061_input_ablation_loss_m13,matched_control_random_sc_for_ess0061_input_ablation_loss_m13_seed1301204,matched_motif_control,random_sc,1301204,ess0061_input_ablation_loss_m13,essential_input_ablation_loss_n6_m13_0061,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0061_input_ablation_loss_m13.json,13.0,240.0,8.768288107625569,0.2777777777777777,0.27599067599067606,0.0031827050491141508,6,13,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1529_random_sc_for_ess0061_input_ablation_loss_m13.json,240,48,48.0,48,0.0,48,48.0,48,0.0,12,8.683030702322727,4.7946124950552385,0.27142857142857135,0.27296703296703284,0.0,1.7,0.17200522903844534,0.49254801826406536,70
1629,1,ctrl1629_degree_rewire_for_ess0061_input_ablation_loss_m13,matched_control_degree_rewire_for_ess0061_input_ablation_loss_m13_seed1302235,matched_motif_control,degree_rewire,1302235,ess0061_input_ablation_loss_m13,essential_input_ablation_loss_n6_m13_0061,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0061_input_ablation_loss_m13.json,13.0,240.0,8.768288107625569,0.2777777777777777,0.27599067599067606,0.0029811119326028346,6,13,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1629_degree_rewire_for_ess0061_input_ablation_loss_m13.json,240,48,48.0,48,0.0,48,48.0,48,0.0,12,8.77298708950403,5.27838923328943,0.2777777777777777,0.2586399108138244,0.0,1.6666666666666667,0.31716197120135853,0.49254801826406536,69
1699,1,ctrl1699_random_sc_for_ess0062_input_ablation_loss_m13,matched_control_random_sc_for_ess0062_input_ablation_loss_m13_seed1401918,matched_motif_control,random_sc,1401918,ess0062_input_ablation_loss_m13,essential_input_ablation_loss_n6_m13_0062,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0062_input_ablation_loss_m13.json,13.0,240.0,8.768288107625573,0.2777777777777777,0.27599067599067606,0.006543466873863539,6,13,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1699_random_sc_for_ess0062_input_ablation_loss_m13.json,240,48,48.0,48,0.0,48,48.0,48,0.0,12,8.649452954467227,4.796748473896277,0.2897435897435896,0.2622485207100589,0.0,1.7666666666666666,0.31716197120135853,0.41424344670265417,65
1751,1,ctrl1751_degree_rewire_for_ess0062_input_ablation_loss_m13,matched_control_degree_rewire_for_ess0062_input_ablation_loss_m13_seed1402150,matched_motif_control,degree_rewire,1402150,ess0062_input_ablation_loss_m13,essential_input_ablation_loss_n6_m13_0062,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0062_input_ablation_loss_m13.json,13.0,240.0,8.768288107625573,0.2777777777777777,0.27599067599067606,0.002478029020100196,6,13,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1751_degree_rewire_for_ess0062_input_ablation_loss_m13.json,240,48,48.0,48,0.0,48,48.0,48,0.0,12,8.788351367250241,5.22912116664053,0.2671957671957672,0.2739926739926739,0.0,1.7333333333333334,0.31716197120135853,0.49254801826406536,63
1803,1,ctrl1803_random_sc_for_ess0072_input_ablation_loss_m17,matched_control_random_sc_for_ess0072_input_ablation_loss_m17_seed1501527,matched_motif_control,random_sc,1501527,ess0072_input_ablation_loss_m17,essential_input_ablation_loss_n6_m17_0072,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0072_input_ablation_loss_m17.json,17.0,320.0,12.89089018762509,0.2808219178082192,0.12892828364222408,0.002098944824760597,6,17,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1803_random_sc_for_ess0072_input_ablation_loss_m17.json,320,64,64.0,64,0.0,64,64.0,64,0.0,16,12.811574053841225,5.258225338915645,0.2777777777777777,0.13232492997198886,0.0,1.5,0.3766543669078146,0.24253562503633297,420
1847,1,ctrl1847_degree_rewire_for_ess0072_input_ablation_loss_m17,matched_control_degree_rewire_for_ess0072_input_ablation_loss_m17_seed1501606,matched_motif_control,degree_rewire,1501606,ess0072_input_ablation_loss_m17,essential_input_ablation_loss_n6_m17_0072,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50/topologies/ess0072_input_ablation_loss_m17.json,17.0,320.0,12.89089018762509,0.2808219178082192,0.12892828364222408,0.0014098384566200255,6,17,20,/home/aadarwal/repos/topology/ICL/results/input_mask_fixed_m20_random_sc_seed3_c200/essential_input50_matched_controls/topologies/ctrl1847_degree_rewire_for_ess0072_input_ablation_loss_m17.json,320,64,64.0,64,0.0,64,64.0,64,0.0,16,12.840532390485336,5.039045118912103,0.2785336356764927,0.12666399893290636,0.0,1.4666666666666666,0.3766543669078146,0.24253562503633297,441
